Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
79.803	0.10000	971.91	0.0010289	334.13	334.23	1.0732	3.8739	4.1966	1554.5	-0.18977	354.92	0.66687	liquid
80.003	0.10000	971.79	0.0010290	334.97	335.07	1.0756	3.8728	4.1968	1554.4	-0.18966	354.04	0.66700	liquid
80.203	0.10000	971.66	0.0010292	335.80	335.91	1.0780	3.8718	4.1969	1554.4	-0.18955	353.15	0.66713	liquid
80.403	0.10000	971.54	0.0010293	336.64	336.75	1.0803	3.8707	4.1971	1554.3	-0.18944	352.27	0.66725	liquid
80.603	0.10000	971.41	0.0010294	337.48	337.59	1.0827	3.8697	4.1972	1554.3	-0.18932	351.40	0.66738	liquid
80.803	0.10000	971.29	0.0010296	338.32	338.43	1.0851	3.8686	4.1974	1554.2	-0.18921	350.53	0.66751	liquid
81.003	0.10000	971.16	0.0010297	339.16	339.26	1.0875	3.8676	4.1975	1554.2	-0.18910	349.66	0.66764	liquid
81.203	0.10000	971.04	0.0010298	340.00	340.10	1.0898	3.8665	4.1977	1554.1	-0.18899	348.80	0.66777	liquid
81.403	0.10000	970.91	0.0010300	340.84	340.94	1.0922	3.8655	4.1978	1554.1	-0.18888	347.94	0.66789	liquid
81.603	0.10000	970.78	0.0010301	341.68	341.78	1.0946	3.8644	4.1980	1554.0	-0.18877	347.08	0.66802	liquid
81.803	0.10000	970.66	0.0010302	342.52	342.62	1.0969	3.8634	4.1981	1554.0	-0.18866	346.23	0.66814	liquid
82.003	0.10000	970.53	0.0010304	343.36	343.46	1.0993	3.8623	4.1983	1553.9	-0.18854	345.38	0.66827	liquid
82.203	0.10000	970.40	0.0010305	344.20	344.30	1.1016	3.8613	4.1985	1553.9	-0.18843	344.53	0.66839	liquid
82.403	0.10000	970.28	0.0010306	345.04	345.14	1.1040	3.8602	4.1986	1553.8	-0.18832	343.69	0.66851	liquid
82.603	0.10000	970.15	0.0010308	345.88	345.98	1.1064	3.8592	4.1988	1553.7	-0.18821	342.85	0.66864	liquid
82.803	0.10000	970.02	0.0010309	346.72	346.82	1.1087	3.8581	4.1989	1553.7	-0.18810	342.02	0.66876	liquid
83.003	0.10000	969.90	0.0010310	347.56	347.66	1.1111	3.8571	4.1991	1553.6	-0.18798	341.19	0.66888	liquid
83.203	0.10000	969.77	0.0010312	348.40	348.50	1.1134	3.8560	4.1993	1553.5	-0.18787	340.36	0.66900	liquid
83.403	0.10000	969.64	0.0010313	349.24	349.34	1.1158	3.8550	4.1994	1553.5	-0.18776	339.53	0.66912	liquid
83.603	0.10000	969.51	0.0010314	350.08	350.18	1.1182	3.8539	4.1996	1553.4	-0.18765	338.71	0.66924	liquid
83.803	0.10000	969.38	0.0010316	350.92	351.02	1.1205	3.8529	4.1997	1553.3	-0.18754	337.90	0.66936	liquid
84.003	0.10000	969.25	0.0010317	351.76	351.86	1.1229	3.8518	4.1999	1553.3	-0.18742	337.08	0.66948	liquid
84.203	0.10000	969.13	0.0010319	352.60	352.70	1.1252	3.8508	4.2001	1553.2	-0.18731	336.27	0.66960	liquid
84.403	0.10000	969.00	0.0010320	353.44	353.54	1.1276	3.8497	4.2002	1553.1	-0.18720	335.46	0.66972	liquid
84.603	0.10000	968.87	0.0010321	354.28	354.38	1.1299	3.8487	4.2004	1553.0	-0.18709	334.66	0.66984	liquid
84.803	0.10000	968.74	0.0010323	355.12	355.22	1.1323	3.8476	4.2006	1553.0	-0.18697	333.86	0.66995	liquid
85.003	0.10000	968.61	0.0010324	355.96	356.06	1.1346	3.8466	4.2007	1552.9	-0.18686	333.06	0.67007	liquid
85.203	0.10000	968.48	0.0010325	356.80	356.90	1.1370	3.8455	4.2009	1552.8	-0.18675	332.27	0.67018	liquid
85.403	0.10000	968.35	0.0010327	357.64	357.74	1.1393	3.8445	4.2011	1552.7	-0.18664	331.48	0.67030	liquid
85.603	0.10000	968.22	0.0010328	358.48	358.58	1.1416	3.8434	4.2013	1552.6	-0.18652	330.69	0.67041	liquid
85.803	0.10000	968.09	0.0010330	359.32	359.42	1.1440	3.8424	4.2014	1552.5	-0.18641	329.91	0.67053	liquid
86.003	0.10000	967.96	0.0010331	360.16	360.26	1.1463	3.8413	4.2016	1552.5	-0.18630	329.13	0.67064	liquid
86.203	0.10000	967.83	0.0010332	361.00	361.10	1.1487	3.8403	4.2018	1552.4	-0.18619	328.35	0.67075	liquid
86.403	0.10000	967.70	0.0010334	361.84	361.94	1.1510	3.8392	4.2019	1552.3	-0.18607	327.58	0.67087	liquid
86.603	0.10000	967.57	0.0010335	362.68	362.78	1.1533	3.8382	4.2021	1552.2	-0.18596	326.80	0.67098	liquid
86.803	0.10000	967.43	0.0010337	363.52	363.62	1.1557	3.8371	4.2023	1552.1	-0.18585	326.04	0.67109	liquid
87.003	0.10000	967.30	0.0010338	364.36	364.46	1.1580	3.8361	4.2025	1552.0	-0.18573	325.27	0.67120	liquid
87.203	0.10000	967.17	0.0010339	365.20	365.30	1.1603	3.8350	4.2027	1551.9	-0.18562	324.51	0.67131	liquid
87.403	0.10000	967.04	0.0010341	366.04	366.14	1.1627	3.8340	4.2028	1551.8	-0.18551	323.75	0.67142	liquid
87.603	0.10000	966.91	0.0010342	366.88	366.98	1.1650	3.8329	4.2030	1551.7	-0.18539	323.00	0.67153	liquid
87.803	0.10000	966.77	0.0010344	367.72	367.82	1.1673	3.8319	4.2032	1551.6	-0.18528	322.24	0.67163	liquid
88.003	0.10000	966.64	0.0010345	368.56	368.67	1.1697	3.8308	4.2034	1551.5	-0.18517	321.49	0.67174	liquid
88.203	0.10000	966.51	0.0010347	369.40	369.51	1.1720	3.8298	4.2035	1551.4	-0.18505	320.75	0.67185	liquid
88.403	0.10000	966.38	0.0010348	370.24	370.35	1.1743	3.8287	4.2037	1551.3	-0.18494	320.00	0.67196	liquid
88.603	0.10000	966.24	0.0010349	371.08	371.19	1.1766	3.8277	4.2039	1551.2	-0.18482	319.26	0.67206	liquid
88.803	0.10000	966.11	0.0010351	371.92	372.03	1.1790	3.8266	4.2041	1551.1	-0.18471	318.53	0.67217	liquid
89.003	0.10000	965.98	0.0010352	372.77	372.87	1.1813	3.8256	4.2043	1551.0	-0.18460	317.79	0.67227	liquid
89.203	0.10000	965.84	0.0010354	373.61	373.71	1.1836	3.8245	4.2045	1550.9	-0.18448	317.06	0.67238	liquid
89.403	0.10000	965.71	0.0010355	374.45	374.55	1.1859	3.8235	4.2046	1550.8	-0.18437	316.33	0.67248	liquid
89.603	0.10000	965.58	0.0010357	375.29	375.39	1.1882	3.8224	4.2048	1550.7	-0.18425	315.61	0.67258	liquid
89.803	0.10000	965.44	0.0010358	376.13	376.23	1.1906	3.8214	4.2050	1550.6	-0.18414	314.89	0.67269	liquid
90.002	0.10000	965.31	0.0010359	376.97	377.07	1.1929	3.8203	4.2052	1550.4	-0.18403	314.17	0.67279	liquid
90.202	0.10000	965.17	0.0010361	377.81	377.91	1.1952	3.8193	4.2054	1550.3	-0.18391	313.45	0.67289	liquid
90.402	0.10000	965.04	0.0010362	378.65	378.75	1.1975	3.8182	4.2056	1550.2	-0.18380	312.74	0.67299	liquid
90.602	0.10000	964.90	0.0010364	379.49	379.60	1.1998	3.8172	4.2058	1550.1	-0.18368	312.02	0.67309	liquid
90.802	0.10000	964.77	0.0010365	380.33	380.44	1.2021	3.8161	4.2060	1550.0	-0.18357	311.32	0.67319	liquid
91.002	0.10000	964.63	0.0010367	381.17	381.28	1.2044	3.8151	4.2062	1549.9	-0.18345	310.61	0.67329	liquid
91.202	0.10000	964.50	0.0010368	382.02	382.12	1.2067	3.8140	4.2064	1549.7	-0.18334	309.91	0.67339	liquid
91.402	0.10000	964.36	0.0010370	382.86	382.96	1.2091	3.8130	4.2065	1549.6	-0.18322	309.21	0.67349	liquid
91.602	0.10000	964.23	0.0010371	383.70	383.80	1.2114	3.8120	4.2067	1549.5	-0.18311	308.51	0.67359	liquid
91.802	0.10000	964.09	0.0010372	384.54	384.64	1.2137	3.8109	4.2069	1549.4	-0.18299	307.82	0.67368	liquid
92.002	0.10000	963.95	0.0010374	385.38	385.48	1.2160	3.8099	4.2071	1549.2	-0.18288	307.13	0.67378	liquid
92.202	0.10000	963.82	0.0010375	386.22	386.33	1.2183	3.8088	4.2073	1549.1	-0.18276	306.44	0.67388	liquid
92.402	0.10000	963.68	0.0010377	387.06	387.17	1.2206	3.8078	4.2075	1549.0	-0.18265	305.75	0.67397	liquid
92.602	0.10000	963.54	0.0010378	387.91	388.01	1.2229	3.8067	4.2077	1548.9	-0.18253	305.07	0.67407	liquid
92.802	0.10000	963.41	0.0010380	388.75	388.85	1.2252	3.8057	4.2079	1548.7	-0.18242	304.39	0.67416	liquid
93.002	0.10000	963.27	0.0010381	389.59	389.69	1.2275	3.8046	4.2081	1548.6	-0.18230	303.71	0.67426	liquid
93.202	0.10000	963.13	0.0010383	390.43	390.53	1.2298	3.8036	4.2083	1548.5	-0.18218	303.04	0.67435	liquid
93.402	0.10000	962.99	0.0010384	391.27	391.38	1.2321	3.8025	4.2085	1548.3	-0.18207	302.36	0.67444	liquid
93.602	0.10000	962.86	0.0010386	392.11	392.22	1.2344	3.8015	4.2087	1548.2	-0.18195	301.69	0.67454	liquid
93.802	0.10000	962.72	0.0010387	392.95	393.06	1.2367	3.8004	4.2089	1548.0	-0.18184	301.03	0.67463	liquid
94.002	0.10000	962.58	0.0010389	393.80	393.90	1.2390	3.7994	4.2091	1547.9	-0.18172	300.36	0.67472	liquid
94.202	0.10000	962.44	0.0010390	394.64	394.74	1.2412	3.7984	4.2093	1547.8	-0.18160	299.70	0.67481	liquid
94.402	0.10000	962.30	0.0010392	395.48	395.58	1.2435	3.7973	4.2096	1547.6	-0.18149	299.04	0.67490	liquid
94.602	0.10000	962.16	0.0010393	396.32	396.43	1.2458	3.7963	4.2098	1547.5	-0.18137	298.38	0.67499	liquid
94.802	0.10000	962.02	0.0010395	397.16	397.27	1.2481	3.7952	4.2100	1547.3	-0.18125	297.73	0.67508	liquid
95.002	0.10000	961.89	0.0010396	398.01	398.11	1.2504	3.7942	4.2102	1547.2	-0.18114	297.08	0.67517	liquid
95.202	0.10000	961.75	0.0010398	398.85	398.95	1.2527	3.7931	4.2104	1547.0	-0.18102	296.43	0.67526	liquid
95.402	0.10000	961.61	0.0010399	399.69	399.79	1.2550	3.7921	4.2106	1546.9	-0.18090	295.78	0.67534	liquid
95.602	0.10000	961.47	0.0010401	400.53	400.64	1.2573	3.7910	4.2108	1546.8	-0.18079	295.14	0.67543	liquid
95.802	0.10000	961.33	0.0010402	401.37	401.48	1.2595	3.7900	4.2110	1546.6	-0.18067	294.50	0.67552	liquid
96.002	0.10000	961.19	0.0010404	402.22	402.32	1.2618	3.7890	4.2112	1546.4	-0.18055	293.86	0.67560	liquid
96.202	0.10000	961.05	0.0010405	403.06	403.16	1.2641	3.7879	4.2114	1546.3	-0.18044	293.22	0.67569	liquid
96.402	0.10000	960.91	0.0010407	403.90	404.00	1.2664	3.7869	4.2117	1546.1	-0.18032	292.59	0.67577	liquid
96.602	0.10000	960.77	0.0010408	404.74	404.85	1.2687	3.7858	4.2119	1546.0	-0.18020	291.95	0.67586	liquid
96.802	0.10000	960.63	0.0010410	405.58	405.69	1.2709	3.7848	4.2121	1545.8	-0.18008	291.33	0.67594	liquid
97.002	0.10000	960.48	0.0010411	406.43	406.53	1.2732	3.7837	4.2123	1545.7	-0.17997	290.70	0.67602	liquid
97.202	0.10000	960.34	0.0010413	407.27	407.37	1.2755	3.7827	4.2125	1545.5	-0.17985	290.07	0.67611	liquid
97.402	0.10000	960.20	0.0010414	408.11	408.22	1.2778	3.7817	4.2127	1545.4	-0.17973	289.45	0.67619	liquid
97.602	0.10000	960.06	0.0010416	408.95	409.06	1.2800	3.7806	4.2130	1545.2	-0.17961	288.83	0.67627	liquid
97.802	0.10000	959.92	0.0010418	409.80	409.90	1.2823	3.7796	4.2132	1545.0	-0.17950	288.21	0.67635	liquid
98.002	0.10000	959.78	0.0010419	410.64	410.74	1.2846	3.7785	4.2134	1544.9	-0.17938	287.60	0.67643	liquid
98.202	0.10000	959.63	0.0010421	411.48	411.59	1.2869	3.7775	4.2136	1544.7	-0.17926	286.99	0.67651	liquid
98.402	0.10000	959.49	0.0010422	412.32	412.43	1.2891	3.7765	4.2139	1544.5	-0.17914	286.38	0.67659	liquid
98.602	0.10000	959.35	0.0010424	413.17	413.27	1.2914	3.7754	4.2141	1544.4	-0.17902	285.77	0.67667	liquid
98.802	0.10000	959.21	0.0010425	414.01	414.11	1.2937	3.7744	4.2143	1544.2	-0.17890	285.16	0.67675	liquid
99.002	0.10000	959.06	0.0010427	414.85	414.96	1.2959	3.7733	4.2145	1544.0	-0.17878	284.56	0.67683	liquid
99.202	0.10000	958.92	0.0010428	415.70	415.80	1.2982	3.7723	4.2148	1543.9	-0.17867	283.96	0.67691	liquid
99.402	0.10000	958.78	0.0010430	416.54	416.64	1.3004	3.7713	4.2150	1543.7	-0.17855	283.36	0.67698	liquid
99.602	0.10000	958.63	0.0010432	417.38	417.49	1.3027	3.7702	4.2152	1543.5	-0.17843	282.76	0.67706	liquid
99.606	0.10000	958.63	0.0010432	417.40	417.50	1.3028	3.7702	4.2152	1543.5	-0.17843	282.75	0.67706	liquid
99.606	0.10000	0.59034	1.6939	2505.6	2674.9	7.3588	1.5548	2.0784	471.99	67.038	12.218	0.024532	vapor
99.802	0.10000	0.59001	1.6949	2505.9	2675.4	7.3599	1.5541	2.0775	472.13	66.838	12.226	0.024548	vapor
100.00	0.10000	0.58967	1.6959	2506.2	2675.8	7.3611	1.5535	2.0766	472.28	66.636	12.234	0.024564	vapor
100.20	0.10000	0.58933	1.6969	2506.5	2676.2	7.3622	1.5529	2.0757	472.42	66.435	12.241	0.024581	vapor
100.40	0.10000	0.58898	1.6978	2506.8	2676.6	7.3633	1.5522	2.0748	472.56	66.235	12.249	0.024598	vapor
100.60	0.10000	0.58864	1.6988	2507.1	2677.0	7.3644	1.5516	2.0739	472.71	66.037	12.257	0.024614	vapor
100.80	0.10000	0.58830	1.6998	2507.4	2677.4	7.3655	1.5510	2.0730	472.85	65.841	12.265	0.024631	vapor
101.00	0.10000	0.58796	1.7008	2507.8	2677.8	7.3666	1.5504	2.0722	472.99	65.646	12.272	0.024647	vapor
101.20	0.10000	0.58762	1.7018	2508.1	2678.3	7.3677	1.5498	2.0713	473.13	65.452	12.280	0.024664	vapor
101.40	0.10000	0.58729	1.7027	2508.4	2678.7	7.3688	1.5492	2.0705	473.28	65.259	12.288	0.024680	vapor
101.60	0.10000	0.58695	1.7037	2508.7	2679.1	7.3699	1.5486	2.0696	473.42	65.068	12.295	0.024697	vapor
101.80	0.10000	0.58661	1.7047	2509.0	2679.5	7.3710	1.5480	2.0688	473.56	64.878	12.303	0.024714	vapor
102.00	0.10000	0.58627	1.7057	2509.3	2679.9	7.3721	1.5474	2.0680	473.70	64.689	12.311	0.024730	vapor
102.20	0.10000	0.58594	1.7067	2509.7	2680.3	7.3732	1.5469	2.0672	473.84	64.502	12.318	0.024747	vapor
102.40	0.10000	0.58560	1.7077	2510.0	2680.7	7.3743	1.5463	2.0664	473.98	64.315	12.326	0.024763	vapor
102.60	0.10000	0.58526	1.7086	2510.3	2681.2	7.3754	1.5458	2.0656	474.12	64.130	12.334	0.024780	vapor
102.80	0.10000	0.58493	1.7096	2510.6	2681.6	7.3765	1.5452	2.0648	474.26	63.946	12.342	0.024797	vapor
103.00	0.10000	0.58459	1.7106	2510.9	2682.0	7.3776	1.5447	2.0640	474.40	63.764	12.349	0.024813	vapor
103.20	0.10000	0.58426	1.7116	2511.2	2682.4	7.3787	1.5442	2.0633	474.54	63.582	12.357	0.024830	vapor
103.40	0.10000	0.58392	1.7125	2511.5	2682.8	7.3798	1.5437	2.0625	474.68	63.402	12.365	0.024846	vapor
103.60	0.10000	0.58359	1.7135	2511.9	2683.2	7.3809	1.5431	2.0618	474.82	63.222	12.372	0.024863	vapor
103.80	0.10000	0.58326	1.7145	2512.2	2683.6	7.3820	1.5426	2.0610	474.96	63.044	12.380	0.024880	vapor
104.00	0.10000	0.58293	1.7155	2512.5	2684.0	7.3831	1.5421	2.0603	475.10	62.867	12.388	0.024896	vapor
104.20	0.10000	0.58259	1.7165	2512.8	2684.5	7.3842	1.5416	2.0596	475.24	62.690	12.396	0.024913	vapor
104.40	0.10000	0.58226	1.7174	2513.1	2684.9	7.3853	1.5411	2.0589	475.38	62.515	12.403	0.024930	vapor
104.60	0.10000	0.58193	1.7184	2513.4	2685.3	7.3864	1.5407	2.0582	475.52	62.341	12.411	0.024946	vapor
104.80	0.10000	0.58160	1.7194	2513.7	2685.7	7.3875	1.5402	2.0575	475.66	62.168	12.419	0.024963	vapor
105.00	0.10000	0.58127	1.7204	2514.1	2686.1	7.3886	1.5397	2.0568	475.80	61.996	12.427	0.024979	vapor
105.20	0.10000	0.58094	1.7214	2514.4	2686.5	7.3896	1.5392	2.0561	475.94	61.825	12.434	0.024996	vapor
105.40	0.10000	0.58061	1.7223	2514.7	2686.9	7.3907	1.5388	2.0554	476.08	61.655	12.442	0.025013	vapor
105.60	0.10000	0.58028	1.7233	2515.0	2687.3	7.3918	1.5383	2.0547	476.22	61.485	12.450	0.025029	vapor
105.80	0.10000	0.57995	1.7243	2515.3	2687.7	7.3929	1.5379	2.0541	476.35	61.317	12.457	0.025046	vapor
106.00	0.10000	0.57962	1.7253	2515.6	2688.2	7.3940	1.5374	2.0534	476.49	61.150	12.465	0.025063	vapor
106.20	0.10000	0.57930	1.7262	2515.9	2688.6	7.3951	1.5370	2.0528	476.63	60.983	12.473	0.025079	vapor
106.40	0.10000	0.57897	1.7272	2516.3	2689.0	7.3961	1.5365	2.0521	476.77	60.818	12.481	0.025096	vapor
106.60	0.10000	0.57864	1.7282	2516.6	2689.4	7.3972	1.5361	2.0515	476.90	60.653	12.488	0.025113	vapor
106.80	0.10000	0.57832	1.7292	2516.9	2689.8	7.3983	1.5357	2.0508	477.04	60.489	12.496	0.025129	vapor
107.00	0.10000	0.57799	1.7301	2517.2	2690.2	7.3994	1.5353	2.0502	477.18	60.327	12.504	0.025146	vapor
107.20	0.10000	0.57766	1.7311	2517.5	2690.6	7.4005	1.5348	2.0496	477.32	60.164	12.512	0.025163	vapor
107.40	0.10000	0.57734	1.7321	2517.8	2691.0	7.4015	1.5344	2.0490	477.45	60.003	12.519	0.025180	vapor
107.60	0.10000	0.57701	1.7331	2518.1	2691.4	7.4026	1.5340	2.0484	477.59	59.843	12.527	0.025196	vapor
107.80	0.10000	0.57669	1.7340	2518.4	2691.8	7.4037	1.5336	2.0478	477.73	59.683	12.535	0.025213	vapor
108.00	0.10000	0.57637	1.7350	2518.8	2692.3	7.4048	1.5332	2.0472	477.86	59.524	12.543	0.025230	vapor
108.20	0.10000	0.57604	1.7360	2519.1	2692.7	7.4058	1.5328	2.0466	478.00	59.366	12.550	0.025246	vapor
108.40	0.10000	0.57572	1.7370	2519.4	2693.1	7.4069	1.5324	2.0460	478.14	59.209	12.558	0.025263	vapor
108.60	0.10000	0.57540	1.7379	2519.7	2693.5	7.4080	1.5320	2.0454	478.27	59.053	12.566	0.025280	vapor
108.80	0.10000	0.57507	1.7389	2520.0	2693.9	7.4091	1.5317	2.0448	478.41	58.897	12.574	0.025297	vapor
109.00	0.10000	0.57475	1.7399	2520.3	2694.3	7.4101	1.5313	2.0443	478.55	58.742	12.581	0.025313	vapor
109.20	0.10000	0.57443	1.7409	2520.6	2694.7	7.4112	1.5309	2.0437	478.68	58.588	12.589	0.025330	vapor
109.40	0.10000	0.57411	1.7418	2520.9	2695.1	7.4123	1.5305	2.0431	478.82	58.435	12.597	0.025347	vapor
109.60	0.10000	0.57379	1.7428	2521.2	2695.5	7.4133	1.5302	2.0426	478.95	58.282	12.605	0.025364	vapor
109.80	0.10000	0.57347	1.7438	2521.6	2695.9	7.4144	1.5298	2.0420	479.09	58.130	12.612	0.025380	vapor
110.00	0.10000	0.57315	1.7447	2521.9	2696.3	7.4155	1.5294	2.0415	479.23	57.979	12.620	0.025397	vapor
110.20	0.10000	0.57283	1.7457	2522.2	2696.8	7.4165	1.5291	2.0409	479.36	57.829	12.628	0.025414	vapor
110.40	0.10000	0.57251	1.7467	2522.5	2697.2	7.4176	1.5287	2.0404	479.50	57.679	12.636	0.025431	vapor
110.60	0.10000	0.57219	1.7477	2522.8	2697.6	7.4187	1.5284	2.0399	479.63	57.530	12.643	0.025447	vapor
110.80	0.10000	0.57188	1.7486	2523.1	2698.0	7.4197	1.5280	2.0393	479.77	57.381	12.651	0.025464	vapor
111.00	0.10000	0.57156	1.7496	2523.4	2698.4	7.4208	1.5277	2.0388	479.90	57.234	12.659	0.025481	vapor
111.20	0.10000	0.57124	1.7506	2523.7	2698.8	7.4218	1.5273	2.0383	480.04	57.087	12.667	0.025498	vapor
111.40	0.10000	0.57092	1.7515	2524.0	2699.2	7.4229	1.5270	2.0378	480.17	56.940	12.674	0.025514	vapor
111.60	0.10000	0.57061	1.7525	2524.4	2699.6	7.4240	1.5267	2.0373	480.31	56.794	12.682	0.025531	vapor
111.80	0.10000	0.57029	1.7535	2524.7	2700.0	7.4250	1.5263	2.0368	480.44	56.649	12.690	0.025548	vapor
112.00	0.10000	0.56998	1.7545	2525.0	2700.4	7.4261	1.5260	2.0363	480.57	56.505	12.698	0.025565	vapor
112.20	0.10000	0.56966	1.7554	2525.3	2700.8	7.4271	1.5257	2.0358	480.71	56.361	12.706	0.025582	vapor
112.40	0.10000	0.56935	1.7564	2525.6	2701.2	7.4282	1.5254	2.0353	480.84	56.218	12.713	0.025598	vapor
112.60	0.10000	0.56903	1.7574	2525.9	2701.6	7.4292	1.5250	2.0348	480.98	56.076	12.721	0.025615	vapor
112.80	0.10000	0.56872	1.7583	2526.2	2702.0	7.4303	1.5247	2.0343	481.11	55.934	12.729	0.025632	vapor
113.00	0.10000	0.56840	1.7593	2526.5	2702.5	7.4314	1.5244	2.0338	481.24	55.792	12.737	0.025649	vapor
113.20	0.10000	0.56809	1.7603	2526.8	2702.9	7.4324	1.5241	2.0333	481.38	55.652	12.744	0.025666	vapor
113.40	0.10000	0.56778	1.7613	2527.1	2703.3	7.4335	1.5238	2.0328	481.51	55.512	12.752	0.025683	vapor
113.60	0.10000	0.56747	1.7622	2527.5	2703.7	7.4345	1.5235	2.0324	481.65	55.372	12.760	0.025699	vapor
113.80	0.10000	0.56715	1.7632	2527.8	2704.1	7.4356	1.5232	2.0319	481.78	55.233	12.768	0.025716	vapor
114.00	0.10000	0.56684	1.7642	2528.1	2704.5	7.4366	1.5229	2.0314	481.91	55.095	12.775	0.025733	vapor
114.20	0.10000	0.56653	1.7651	2528.4	2704.9	7.4377	1.5226	2.0310	482.05	54.957	12.783	0.025750	vapor
114.40	0.10000	0.56622	1.7661	2528.7	2705.3	7.4387	1.5223	2.0305	482.18	54.820	12.791	0.025767	vapor
114.60	0.10000	0.56591	1.7671	2529.0	2705.7	7.4398	1.5220	2.0301	482.31	54.683	12.799	0.025784	vapor
114.80	0.10000	0.56560	1.7680	2529.3	2706.1	7.4408	1.5217	2.0296	482.45	54.547	12.807	0.025800	vapor
115.00	0.10000	0.56529	1.7690	2529.6	2706.5	7.4418	1.5214	2.0292	482.58	54.412	12.814	0.025817	vapor
115.20	0.10000	0.56498	1.7700	2529.9	2706.9	7.4429	1.5211	2.0287	482.71	54.277	12.822	0.025834	vapor
115.40	0.10000	0.56467	1.7709	2530.2	2707.3	7.4439	1.5209	2.0283	482.84	54.143	12.830	0.025851	vapor
115.60	0.10000	0.56436	1.7719	2530.5	2707.7	7.4450	1.5206	2.0279	482.98	54.009	12.838	0.025868	vapor
115.80	0.10000	0.56406	1.7729	2530.9	2708.1	7.4460	1.5203	2.0274	483.11	53.876	12.846	0.025885	vapor
116.00	0.10000	0.56375	1.7738	2531.2	2708.5	7.4471	1.5200	2.0270	483.24	53.743	12.853	0.025902	vapor
116.20	0.10000	0.56344	1.7748	2531.5	2709.0	7.4481	1.5198	2.0266	483.37	53.611	12.861	0.025919	vapor
116.40	0.10000	0.56313	1.7758	2531.8	2709.4	7.4491	1.5195	2.0261	483.51	53.479	12.869	0.025936	vapor
116.60	0.10000	0.56283	1.7767	2532.1	2709.8	7.4502	1.5192	2.0257	483.64	53.348	12.877	0.025952	vapor
116.80	0.10000	0.56252	1.7777	2532.4	2710.2	7.4512	1.5190	2.0253	483.77	53.218	12.885	0.025969	vapor
117.00	0.10000	0.56222	1.7787	2532.7	2710.6	7.4523	1.5187	2.0249	483.90	53.088	12.892	0.025986	vapor
117.20	0.10000	0.56191	1.7796	2533.0	2711.0	7.4533	1.5184	2.0245	484.04	52.958	12.900	0.026003	vapor
117.40	0.10000	0.56161	1.7806	2533.3	2711.4	7.4543	1.5182	2.0241	484.17	52.829	12.908	0.026020	vapor
117.60	0.10000	0.56130	1.7816	2533.6	2711.8	7.4554	1.5179	2.0237	484.30	52.701	12.916	0.026037	vapor
117.80	0.10000	0.56100	1.7825	2533.9	2712.2	7.4564	1.5177	2.0233	484.43	52.573	12.924	0.026054	vapor
118.00	0.10000	0.56069	1.7835	2534.2	2712.6	7.4574	1.5174	2.0229	484.56	52.445	12.931	0.026071	vapor
118.20	0.10000	0.56039	1.7845	2534.6	2713.0	7.4585	1.5172	2.0225	484.69	52.318	12.939	0.026088	vapor
118.40	0.10000	0.56009	1.7854	2534.9	2713.4	7.4595	1.5169	2.0221	484.82	52.191	12.947	0.026105	vapor
118.60	0.10000	0.55978	1.7864	2535.2	2713.8	7.4605	1.5167	2.0217	484.96	52.065	12.955	0.026122	vapor
118.80	0.10000	0.55948	1.7874	2535.5	2714.2	7.4616	1.5164	2.0213	485.09	51.940	12.963	0.026139	vapor
119.00	0.10000	0.55918	1.7883	2535.8	2714.6	7.4626	1.5162	2.0209	485.22	51.815	12.970	0.026156	vapor
119.20	0.10000	0.55888	1.7893	2536.1	2715.0	7.4636	1.5160	2.0205	485.35	51.690	12.978	0.026173	vapor
119.40	0.10000	0.55858	1.7903	2536.4	2715.4	7.4647	1.5157	2.0202	485.48	51.566	12.986	0.026190	vapor
119.60	0.10000	0.55827	1.7912	2536.7	2715.8	7.4657	1.5155	2.0198	485.61	51.442	12.994	0.026207	vapor
119.80	0.10000	0.55797	1.7922	2537.0	2716.2	7.4667	1.5152	2.0194	485.74	51.319	13.002	0.026224	vapor
120.00	0.10000	0.55767	1.7932	2537.3	2716.6	7.4678	1.5150	2.0190	485.87	51.196	13.009	0.026240	vapor
