Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
38.007	0.10000	992.96	0.0010071	159.18	159.28	0.54568	4.0824	4.1793	1525.5	-0.21323	677.95	0.62584	liquid
38.207	0.10000	992.89	0.0010072	160.02	160.12	0.54836	4.0815	4.1793	1525.8	-0.21311	675.35	0.62611	liquid
38.407	0.10000	992.82	0.0010072	160.86	160.96	0.55105	4.0806	4.1793	1526.2	-0.21299	672.77	0.62638	liquid
38.607	0.10000	992.74	0.0010073	161.69	161.79	0.55373	4.0797	4.1793	1526.5	-0.21287	670.20	0.62664	liquid
38.807	0.10000	992.67	0.0010074	162.53	162.63	0.55641	4.0788	4.1793	1526.9	-0.21275	667.64	0.62691	liquid
39.007	0.10000	992.59	0.0010075	163.36	163.46	0.55909	4.0779	4.1793	1527.2	-0.21263	665.10	0.62718	liquid
39.207	0.10000	992.52	0.0010075	164.20	164.30	0.56177	4.0770	4.1794	1527.6	-0.21251	662.58	0.62744	liquid
39.407	0.10000	992.44	0.0010076	165.03	165.14	0.56444	4.0761	4.1794	1527.9	-0.21239	660.07	0.62771	liquid
39.607	0.10000	992.37	0.0010077	165.87	165.97	0.56711	4.0752	4.1794	1528.2	-0.21227	657.58	0.62797	liquid
39.807	0.10000	992.29	0.0010078	166.71	166.81	0.56978	4.0743	4.1794	1528.6	-0.21215	655.11	0.62823	liquid
40.007	0.10000	992.21	0.0010078	167.54	167.64	0.57245	4.0734	4.1794	1528.9	-0.21203	652.65	0.62849	liquid
40.207	0.10000	992.14	0.0010079	168.38	168.48	0.57512	4.0725	4.1794	1529.2	-0.21191	650.20	0.62875	liquid
40.407	0.10000	992.06	0.0010080	169.21	169.31	0.57779	4.0715	4.1795	1529.6	-0.21179	647.77	0.62901	liquid
40.607	0.10000	991.98	0.0010081	170.05	170.15	0.58045	4.0706	4.1795	1529.9	-0.21168	645.35	0.62927	liquid
40.807	0.10000	991.90	0.0010082	170.89	170.99	0.58312	4.0697	4.1795	1530.2	-0.21156	642.95	0.62953	liquid
41.007	0.10000	991.83	0.0010082	171.72	171.82	0.58578	4.0688	4.1795	1530.5	-0.21144	640.57	0.62979	liquid
41.207	0.10000	991.75	0.0010083	172.56	172.66	0.58844	4.0679	4.1795	1530.9	-0.21132	638.19	0.63005	liquid
41.407	0.10000	991.67	0.0010084	173.39	173.49	0.59110	4.0669	4.1796	1531.2	-0.21120	635.83	0.63030	liquid
41.607	0.10000	991.59	0.0010085	174.23	174.33	0.59375	4.0660	4.1796	1531.5	-0.21109	633.49	0.63056	liquid
41.807	0.10000	991.51	0.0010086	175.06	175.17	0.59641	4.0651	4.1796	1531.8	-0.21097	631.16	0.63082	liquid
42.006	0.10000	991.43	0.0010086	175.90	176.00	0.59906	4.0642	4.1796	1532.1	-0.21085	628.84	0.63107	liquid
42.206	0.10000	991.35	0.0010087	176.74	176.84	0.60171	4.0632	4.1797	1532.4	-0.21073	626.54	0.63132	liquid
42.406	0.10000	991.27	0.0010088	177.57	177.67	0.60436	4.0623	4.1797	1532.7	-0.21062	624.25	0.63158	liquid
42.606	0.10000	991.19	0.0010089	178.41	178.51	0.60701	4.0614	4.1797	1533.0	-0.21050	621.98	0.63183	liquid
42.806	0.10000	991.11	0.0010090	179.24	179.34	0.60966	4.0605	4.1798	1533.3	-0.21038	619.72	0.63208	liquid
43.006	0.10000	991.03	0.0010090	180.08	180.18	0.61230	4.0595	4.1798	1533.6	-0.21026	617.47	0.63233	liquid
43.206	0.10000	990.95	0.0010091	180.92	181.02	0.61494	4.0586	4.1798	1533.9	-0.21015	615.23	0.63258	liquid
43.406	0.10000	990.87	0.0010092	181.75	181.85	0.61759	4.0577	4.1799	1534.2	-0.21003	613.01	0.63283	liquid
43.606	0.10000	990.79	0.0010093	182.59	182.69	0.62023	4.0567	4.1799	1534.5	-0.20991	610.80	0.63307	liquid
43.806	0.10000	990.71	0.0010094	183.42	183.52	0.62286	4.0558	4.1799	1534.8	-0.20980	608.61	0.63332	liquid
44.006	0.10000	990.62	0.0010095	184.26	184.36	0.62550	4.0548	4.1800	1535.1	-0.20968	606.43	0.63357	liquid
44.206	0.10000	990.54	0.0010095	185.10	185.20	0.62813	4.0539	4.1800	1535.3	-0.20957	604.26	0.63381	liquid
44.406	0.10000	990.46	0.0010096	185.93	186.03	0.63077	4.0530	4.1800	1535.6	-0.20945	602.10	0.63406	liquid
44.606	0.10000	990.38	0.0010097	186.77	186.87	0.63340	4.0520	4.1801	1535.9	-0.20933	599.95	0.63430	liquid
44.806	0.10000	990.29	0.0010098	187.60	187.70	0.63603	4.0511	4.1801	1536.2	-0.20922	597.82	0.63455	liquid
45.006	0.10000	990.21	0.0010099	188.44	188.54	0.63866	4.0501	4.1801	1536.5	-0.20910	595.70	0.63479	liquid
45.206	0.10000	990.13	0.0010100	189.27	189.38	0.64128	4.0492	4.1802	1536.7	-0.20899	593.60	0.63503	liquid
45.406	0.10000	990.04	0.0010101	190.11	190.21	0.64391	4.0482	4.1802	1537.0	-0.20887	591.50	0.63527	liquid
45.606	0.10000	989.96	0.0010101	190.95	191.05	0.64653	4.0473	4.1803	1537.3	-0.20876	589.42	0.63551	liquid
45.806	0.10000	989.87	0.0010102	191.78	191.88	0.64915	4.0463	4.1803	1537.5	-0.20864	587.35	0.63575	liquid
46.006	0.10000	989.79	0.0010103	192.62	192.72	0.65177	4.0454	4.1804	1537.8	-0.20853	585.29	0.63599	liquid
46.206	0.10000	989.70	0.0010104	193.45	193.56	0.65439	4.0444	4.1804	1538.0	-0.20841	583.24	0.63623	liquid
46.406	0.10000	989.62	0.0010105	194.29	194.39	0.65701	4.0435	4.1804	1538.3	-0.20830	581.20	0.63647	liquid
46.606	0.10000	989.53	0.0010106	195.13	195.23	0.65963	4.0425	4.1805	1538.6	-0.20818	579.18	0.63671	liquid
46.806	0.10000	989.45	0.0010107	195.96	196.06	0.66224	4.0416	4.1805	1538.8	-0.20807	577.17	0.63694	liquid
47.006	0.10000	989.36	0.0010108	196.80	196.90	0.66485	4.0406	4.1806	1539.1	-0.20795	575.17	0.63718	liquid
47.206	0.10000	989.27	0.0010108	197.63	197.74	0.66746	4.0397	4.1806	1539.3	-0.20784	573.18	0.63741	liquid
47.406	0.10000	989.19	0.0010109	198.47	198.57	0.67007	4.0387	4.1807	1539.6	-0.20772	571.20	0.63765	liquid
47.606	0.10000	989.10	0.0010110	199.31	199.41	0.67268	4.0378	4.1807	1539.8	-0.20761	569.23	0.63788	liquid
47.806	0.10000	989.01	0.0010111	200.14	200.24	0.67528	4.0368	4.1808	1540.1	-0.20749	567.27	0.63811	liquid
48.006	0.10000	988.92	0.0010112	200.98	201.08	0.67789	4.0358	4.1808	1540.3	-0.20738	565.33	0.63835	liquid
48.206	0.10000	988.84	0.0010113	201.82	201.92	0.68049	4.0349	4.1809	1540.5	-0.20727	563.39	0.63858	liquid
48.406	0.10000	988.75	0.0010114	202.65	202.75	0.68309	4.0339	4.1809	1540.8	-0.20715	561.47	0.63881	liquid
48.606	0.10000	988.66	0.0010115	203.49	203.59	0.68569	4.0329	4.1810	1541.0	-0.20704	559.56	0.63904	liquid
48.806	0.10000	988.57	0.0010116	204.32	204.42	0.68829	4.0320	4.1810	1541.2	-0.20692	557.65	0.63927	liquid
49.006	0.10000	988.48	0.0010117	205.16	205.26	0.69089	4.0310	4.1811	1541.5	-0.20681	555.76	0.63950	liquid
49.206	0.10000	988.39	0.0010117	206.00	206.10	0.69348	4.0300	4.1811	1541.7	-0.20670	553.88	0.63972	liquid
49.406	0.10000	988.30	0.0010118	206.83	206.93	0.69607	4.0291	4.1812	1541.9	-0.20658	552.01	0.63995	liquid
49.606	0.10000	988.21	0.0010119	207.67	207.77	0.69867	4.0281	4.1812	1542.1	-0.20647	550.15	0.64018	liquid
49.806	0.10000	988.12	0.0010120	208.50	208.61	0.70126	4.0271	4.1813	1542.4	-0.20636	548.30	0.64040	liquid
50.006	0.10000	988.03	0.0010121	209.34	209.44	0.70384	4.0262	4.1813	1542.6	-0.20624	546.46	0.64063	liquid
50.206	0.10000	987.94	0.0010122	210.18	210.28	0.70643	4.0252	4.1814	1542.8	-0.20613	544.63	0.64085	liquid
50.406	0.10000	987.85	0.0010123	211.01	211.11	0.70902	4.0242	4.1815	1543.0	-0.20602	542.81	0.64107	liquid
50.606	0.10000	987.76	0.0010124	211.85	211.95	0.71160	4.0232	4.1815	1543.2	-0.20590	541.00	0.64130	liquid
50.806	0.10000	987.67	0.0010125	212.69	212.79	0.71418	4.0223	4.1816	1543.4	-0.20579	539.20	0.64152	liquid
51.006	0.10000	987.58	0.0010126	213.52	213.62	0.71676	4.0213	4.1816	1543.6	-0.20568	537.41	0.64174	liquid
51.206	0.10000	987.48	0.0010127	214.36	214.46	0.71934	4.0203	4.1817	1543.9	-0.20557	535.63	0.64196	liquid
51.406	0.10000	987.39	0.0010128	215.19	215.30	0.72192	4.0193	4.1818	1544.1	-0.20545	533.86	0.64218	liquid
51.606	0.10000	987.30	0.0010129	216.03	216.13	0.72449	4.0183	4.1818	1544.3	-0.20534	532.10	0.64240	liquid
51.806	0.10000	987.21	0.0010130	216.87	216.97	0.72707	4.0174	4.1819	1544.5	-0.20523	530.35	0.64262	liquid
52.006	0.10000	987.11	0.0010131	217.70	217.80	0.72964	4.0164	4.1819	1544.7	-0.20512	528.61	0.64284	liquid
52.206	0.10000	987.02	0.0010131	218.54	218.64	0.73221	4.0154	4.1820	1544.9	-0.20500	526.88	0.64306	liquid
52.406	0.10000	986.93	0.0010132	219.38	219.48	0.73478	4.0144	4.1821	1545.0	-0.20489	525.16	0.64327	liquid
52.606	0.10000	986.83	0.0010133	220.21	220.31	0.73735	4.0134	4.1821	1545.2	-0.20478	523.44	0.64349	liquid
52.806	0.10000	986.74	0.0010134	221.05	221.15	0.73992	4.0125	4.1822	1545.4	-0.20467	521.74	0.64370	liquid
53.006	0.10000	986.65	0.0010135	221.88	221.99	0.74248	4.0115	4.1823	1545.6	-0.20455	520.04	0.64392	liquid
53.206	0.10000	986.55	0.0010136	222.72	222.82	0.74505	4.0105	4.1823	1545.8	-0.20444	518.36	0.64413	liquid
53.406	0.10000	986.46	0.0010137	223.56	223.66	0.74761	4.0095	4.1824	1546.0	-0.20433	516.68	0.64434	liquid
53.606	0.10000	986.36	0.0010138	224.39	224.50	0.75017	4.0085	4.1825	1546.2	-0.20422	515.01	0.64456	liquid
53.806	0.10000	986.27	0.0010139	225.23	225.33	0.75273	4.0075	4.1825	1546.4	-0.20411	513.35	0.64477	liquid
54.005	0.10000	986.17	0.0010140	226.07	226.17	0.75529	4.0065	4.1826	1546.5	-0.20399	511.70	0.64498	liquid
54.205	0.10000	986.08	0.0010141	226.90	227.00	0.75784	4.0055	4.1827	1546.7	-0.20388	510.06	0.64519	liquid
54.405	0.10000	985.98	0.0010142	227.74	227.84	0.76040	4.0045	4.1827	1546.9	-0.20377	508.43	0.64540	liquid
54.605	0.10000	985.88	0.0010143	228.58	228.68	0.76295	4.0035	4.1828	1547.1	-0.20366	506.80	0.64561	liquid
54.805	0.10000	985.79	0.0010144	229.41	229.51	0.76550	4.0026	4.1829	1547.2	-0.20355	505.19	0.64582	liquid
55.005	0.10000	985.69	0.0010145	230.25	230.35	0.76805	4.0016	4.1830	1547.4	-0.20344	503.58	0.64603	liquid
55.205	0.10000	985.59	0.0010146	231.09	231.19	0.77060	4.0006	4.1830	1547.6	-0.20333	501.98	0.64623	liquid
55.405	0.10000	985.50	0.0010147	231.92	232.02	0.77315	3.9996	4.1831	1547.7	-0.20321	500.39	0.64644	liquid
55.605	0.10000	985.40	0.0010148	232.76	232.86	0.77569	3.9986	4.1832	1547.9	-0.20310	498.81	0.64664	liquid
55.805	0.10000	985.30	0.0010149	233.60	233.70	0.77823	3.9976	4.1833	1548.0	-0.20299	497.24	0.64685	liquid
56.005	0.10000	985.20	0.0010150	234.43	234.53	0.78078	3.9966	4.1833	1548.2	-0.20288	495.67	0.64705	liquid
56.205	0.10000	985.10	0.0010151	235.27	235.37	0.78332	3.9956	4.1834	1548.4	-0.20277	494.11	0.64726	liquid
56.405	0.10000	985.01	0.0010152	236.11	236.21	0.78586	3.9946	4.1835	1548.5	-0.20266	492.56	0.64746	liquid
56.605	0.10000	984.91	0.0010153	236.94	237.04	0.78840	3.9936	4.1836	1548.7	-0.20255	491.02	0.64766	liquid
56.805	0.10000	984.81	0.0010154	237.78	237.88	0.79093	3.9926	4.1836	1548.8	-0.20244	489.49	0.64787	liquid
57.005	0.10000	984.71	0.0010155	238.62	238.72	0.79347	3.9916	4.1837	1549.0	-0.20233	487.96	0.64807	liquid
57.205	0.10000	984.61	0.0010156	239.45	239.55	0.79600	3.9906	4.1838	1549.1	-0.20221	486.45	0.64827	liquid
57.405	0.10000	984.51	0.0010157	240.29	240.39	0.79853	3.9896	4.1839	1549.3	-0.20210	484.94	0.64847	liquid
57.605	0.10000	984.41	0.0010158	241.13	241.23	0.80106	3.9886	4.1840	1549.4	-0.20199	483.43	0.64867	liquid
57.805	0.10000	984.31	0.0010159	241.96	242.06	0.80359	3.9876	4.1840	1549.5	-0.20188	481.94	0.64886	liquid
58.005	0.10000	984.21	0.0010160	242.80	242.90	0.80612	3.9865	4.1841	1549.7	-0.20177	480.45	0.64906	liquid
58.205	0.10000	984.11	0.0010161	243.64	243.74	0.80865	3.9855	4.1842	1549.8	-0.20166	478.98	0.64926	liquid
58.405	0.10000	984.01	0.0010163	244.47	244.57	0.81117	3.9845	4.1843	1550.0	-0.20155	477.50	0.64946	liquid
58.605	0.10000	983.91	0.0010164	245.31	245.41	0.81369	3.9835	4.1844	1550.1	-0.20144	476.04	0.64965	liquid
58.805	0.10000	983.81	0.0010165	246.15	246.25	0.81621	3.9825	4.1844	1550.2	-0.20133	474.58	0.64985	liquid
59.005	0.10000	983.70	0.0010166	246.98	247.08	0.81873	3.9815	4.1845	1550.4	-0.20122	473.13	0.65004	liquid
59.205	0.10000	983.60	0.0010167	247.82	247.92	0.82125	3.9805	4.1846	1550.5	-0.20111	471.69	0.65024	liquid
59.405	0.10000	983.50	0.0010168	248.66	248.76	0.82377	3.9795	4.1847	1550.6	-0.20100	470.26	0.65043	liquid
59.605	0.10000	983.40	0.0010169	249.49	249.59	0.82629	3.9785	4.1848	1550.7	-0.20089	468.83	0.65062	liquid
59.805	0.10000	983.30	0.0010170	250.33	250.43	0.82880	3.9775	4.1849	1550.9	-0.20078	467.41	0.65081	liquid
60.005	0.10000	983.19	0.0010171	251.17	251.27	0.83131	3.9764	4.1850	1551.0	-0.20067	466.00	0.65100	liquid
60.205	0.10000	983.09	0.0010172	252.00	252.11	0.83382	3.9754	4.1850	1551.1	-0.20056	464.59	0.65120	liquid
60.405	0.10000	982.99	0.0010173	252.84	252.94	0.83633	3.9744	4.1851	1551.2	-0.20045	463.20	0.65138	liquid
60.605	0.10000	982.88	0.0010174	253.68	253.78	0.83884	3.9734	4.1852	1551.3	-0.20034	461.80	0.65157	liquid
60.805	0.10000	982.78	0.0010175	254.51	254.62	0.84135	3.9724	4.1853	1551.4	-0.20023	460.42	0.65176	liquid
61.005	0.10000	982.68	0.0010176	255.35	255.45	0.84386	3.9714	4.1854	1551.5	-0.20011	459.04	0.65195	liquid
61.205	0.10000	982.57	0.0010177	256.19	256.29	0.84636	3.9704	4.1855	1551.7	-0.20000	457.67	0.65214	liquid
61.405	0.10000	982.47	0.0010178	257.03	257.13	0.84886	3.9693	4.1856	1551.8	-0.19989	456.31	0.65233	liquid
61.605	0.10000	982.36	0.0010180	257.86	257.96	0.85136	3.9683	4.1857	1551.9	-0.19978	454.95	0.65251	liquid
61.805	0.10000	982.26	0.0010181	258.70	258.80	0.85386	3.9673	4.1858	1552.0	-0.19967	453.60	0.65270	liquid
62.005	0.10000	982.15	0.0010182	259.54	259.64	0.85636	3.9663	4.1859	1552.1	-0.19956	452.26	0.65288	liquid
62.205	0.10000	982.05	0.0010183	260.37	260.48	0.85886	3.9653	4.1860	1552.2	-0.19945	450.92	0.65307	liquid
62.405	0.10000	981.94	0.0010184	261.21	261.31	0.86135	3.9642	4.1860	1552.3	-0.19934	449.59	0.65325	liquid
62.605	0.10000	981.84	0.0010185	262.05	262.15	0.86385	3.9632	4.1861	1552.4	-0.19923	448.26	0.65343	liquid
62.805	0.10000	981.73	0.0010186	262.89	262.99	0.86634	3.9622	4.1862	1552.5	-0.19912	446.95	0.65361	liquid
63.005	0.10000	981.62	0.0010187	263.72	263.82	0.86883	3.9612	4.1863	1552.6	-0.19901	445.64	0.65380	liquid
63.205	0.10000	981.52	0.0010188	264.56	264.66	0.87132	3.9601	4.1864	1552.7	-0.19890	444.33	0.65398	liquid
63.405	0.10000	981.41	0.0010189	265.40	265.50	0.87381	3.9591	4.1865	1552.7	-0.19879	443.03	0.65416	liquid
63.605	0.10000	981.30	0.0010191	266.23	266.34	0.87630	3.9581	4.1866	1552.8	-0.19868	441.74	0.65434	liquid
63.805	0.10000	981.20	0.0010192	267.07	267.17	0.87878	3.9571	4.1867	1552.9	-0.19858	440.46	0.65452	liquid
64.005	0.10000	981.09	0.0010193	267.91	268.01	0.88127	3.9561	4.1868	1553.0	-0.19847	439.18	0.65470	liquid
64.205	0.10000	980.98	0.0010194	268.75	268.85	0.88375	3.9550	4.1869	1553.1	-0.19836	437.90	0.65487	liquid
64.405	0.10000	980.87	0.0010195	269.58	269.69	0.88623	3.9540	4.1870	1553.2	-0.19825	436.64	0.65505	liquid
64.605	0.10000	980.76	0.0010196	270.42	270.52	0.88871	3.9530	4.1871	1553.2	-0.19814	435.38	0.65523	liquid
64.805	0.10000	980.66	0.0010197	271.26	271.36	0.89119	3.9519	4.1872	1553.3	-0.19803	434.12	0.65540	liquid
65.005	0.10000	980.55	0.0010198	272.10	272.20	0.89367	3.9509	4.1873	1553.4	-0.19792	432.87	0.65558	liquid
65.205	0.10000	980.44	0.0010200	272.93	273.03	0.89614	3.9499	4.1874	1553.5	-0.19781	431.63	0.65575	liquid
65.405	0.10000	980.33	0.0010201	273.77	273.87	0.89862	3.9489	4.1875	1553.5	-0.19770	430.40	0.65593	liquid
65.605	0.10000	980.22	0.0010202	274.61	274.71	0.90109	3.9478	4.1876	1553.6	-0.19759	429.16	0.65610	liquid
65.805	0.10000	980.11	0.0010203	275.45	275.55	0.90356	3.9468	4.1877	1553.7	-0.19748	427.94	0.65627	liquid
66.004	0.10000	980.00	0.0010204	276.28	276.38	0.90603	3.9458	4.1878	1553.8	-0.19737	426.72	0.65645	liquid
66.204	0.10000	979.89	0.0010205	277.12	277.22	0.90850	3.9447	4.1880	1553.8	-0.19726	425.51	0.65662	liquid
66.404	0.10000	979.78	0.0010206	277.96	278.06	0.91097	3.9437	4.1881	1553.9	-0.19715	424.30	0.65679	liquid
66.604	0.10000	979.67	0.0010208	278.80	278.90	0.91343	3.9427	4.1882	1553.9	-0.19704	423.10	0.65696	liquid
66.804	0.10000	979.56	0.0010209	279.63	279.73	0.91590	3.9416	4.1883	1554.0	-0.19693	421.90	0.65713	liquid
67.004	0.10000	979.45	0.0010210	280.47	280.57	0.91836	3.9406	4.1884	1554.1	-0.19682	420.71	0.65730	liquid
67.204	0.10000	979.34	0.0010211	281.31	281.41	0.92082	3.9396	4.1885	1554.1	-0.19671	419.53	0.65747	liquid
67.404	0.10000	979.23	0.0010212	282.15	282.25	0.92328	3.9385	4.1886	1554.2	-0.19660	418.35	0.65763	liquid
67.604	0.10000	979.12	0.0010213	282.98	283.09	0.92574	3.9375	4.1887	1554.2	-0.19649	417.18	0.65780	liquid
67.804	0.10000	979.00	0.0010214	283.82	283.92	0.92820	3.9365	4.1888	1554.3	-0.19638	416.01	0.65797	liquid
68.004	0.10000	978.89	0.0010216	284.66	284.76	0.93066	3.9354	4.1889	1554.3	-0.19627	414.85	0.65813	liquid
68.204	0.10000	978.78	0.0010217	285.50	285.60	0.93311	3.9344	4.1890	1554.4	-0.19616	413.69	0.65830	liquid
68.404	0.10000	978.67	0.0010218	286.33	286.44	0.93556	3.9334	4.1892	1554.4	-0.19605	412.54	0.65846	liquid
68.604	0.10000	978.56	0.0010219	287.17	287.27	0.93802	3.9323	4.1893	1554.5	-0.19594	411.40	0.65863	liquid
68.804	0.10000	978.44	0.0010220	288.01	288.11	0.94047	3.9313	4.1894	1554.5	-0.19583	410.26	0.65879	liquid
69.004	0.10000	978.33	0.0010222	288.85	288.95	0.94292	3.9303	4.1895	1554.6	-0.19572	409.12	0.65896	liquid
69.204	0.10000	978.22	0.0010223	289.69	289.79	0.94536	3.9292	4.1896	1554.6	-0.19561	407.99	0.65912	liquid
69.404	0.10000	978.10	0.0010224	290.52	290.63	0.94781	3.9282	4.1897	1554.6	-0.19550	406.87	0.65928	liquid
69.604	0.10000	977.99	0.0010225	291.36	291.46	0.95026	3.9272	4.1898	1554.7	-0.19539	405.75	0.65944	liquid
69.804	0.10000	977.88	0.0010226	292.20	292.30	0.95270	3.9261	4.1900	1554.7	-0.19528	404.63	0.65960	liquid
70.004	0.10000	977.76	0.0010227	293.04	293.14	0.95514	3.9251	4.1901	1554.7	-0.19517	403.52	0.65976	liquid
70.204	0.10000	977.65	0.0010229	293.87	293.98	0.95758	3.9240	4.1902	1554.8	-0.19506	402.42	0.65992	liquid
70.404	0.10000	977.53	0.0010230	294.71	294.81	0.96002	3.9230	4.1903	1554.8	-0.19495	401.32	0.66008	liquid
70.604	0.10000	977.42	0.0010231	295.55	295.65	0.96246	3.9220	4.1904	1554.8	-0.19484	400.23	0.66024	liquid
70.804	0.10000	977.30	0.0010232	296.39	296.49	0.96490	3.9209	4.1905	1554.9	-0.19473	399.14	0.66039	liquid
71.004	0.10000	977.19	0.0010233	297.23	297.33	0.96733	3.9199	4.1907	1554.9	-0.19462	398.06	0.66055	liquid
71.204	0.10000	977.07	0.0010235	298.06	298.17	0.96977	3.9188	4.1908	1554.9	-0.19451	396.98	0.66071	liquid
71.404	0.10000	976.96	0.0010236	298.90	299.01	0.97220	3.9178	4.1909	1554.9	-0.19440	395.91	0.66086	liquid
71.604	0.10000	976.84	0.0010237	299.74	299.84	0.97463	3.9168	4.1910	1555.0	-0.19430	394.84	0.66102	liquid
71.804	0.10000	976.73	0.0010238	300.58	300.68	0.97706	3.9157	4.1912	1555.0	-0.19419	393.77	0.66117	liquid
72.004	0.10000	976.61	0.0010240	301.42	301.52	0.97949	3.9147	4.1913	1555.0	-0.19408	392.71	0.66133	liquid
72.204	0.10000	976.49	0.0010241	302.26	302.36	0.98192	3.9136	4.1914	1555.0	-0.19397	391.66	0.66148	liquid
72.404	0.10000	976.38	0.0010242	303.09	303.20	0.98435	3.9126	4.1915	1555.0	-0.19386	390.61	0.66163	liquid
72.604	0.10000	976.26	0.0010243	303.93	304.03	0.98677	3.9116	4.1917	1555.0	-0.19375	389.57	0.66178	liquid
72.804	0.10000	976.14	0.0010244	304.77	304.87	0.98920	3.9105	4.1918	1555.0	-0.19364	388.53	0.66194	liquid
73.004	0.10000	976.02	0.0010246	305.61	305.71	0.99162	3.9095	4.1919	1555.1	-0.19353	387.49	0.66209	liquid
73.204	0.10000	975.91	0.0010247	306.45	306.55	0.99404	3.9084	4.1920	1555.1	-0.19342	386.46	0.66224	liquid
73.404	0.10000	975.79	0.0010248	307.28	307.39	0.99646	3.9074	4.1922	1555.1	-0.19331	385.44	0.66239	liquid
73.604	0.10000	975.67	0.0010249	308.12	308.23	0.99888	3.9063	4.1923	1555.1	-0.19320	384.42	0.66254	liquid
73.804	0.10000	975.55	0.0010251	308.96	309.06	1.0013	3.9053	4.1924	1555.1	-0.19309	383.40	0.66268	liquid
74.004	0.10000	975.43	0.0010252	309.80	309.90	1.0037	3.9042	4.1925	1555.1	-0.19298	382.39	0.66283	liquid
74.204	0.10000	975.32	0.0010253	310.64	310.74	1.0061	3.9032	4.1927	1555.1	-0.19287	381.38	0.66298	liquid
74.404	0.10000	975.20	0.0010254	311.48	311.58	1.0085	3.9022	4.1928	1555.1	-0.19276	380.38	0.66313	liquid
74.604	0.10000	975.08	0.0010256	312.32	312.42	1.0110	3.9011	4.1929	1555.1	-0.19265	379.38	0.66327	liquid
74.804	0.10000	974.96	0.0010257	313.15	313.26	1.0134	3.9001	4.1931	1555.1	-0.19253	378.39	0.66342	liquid
75.004	0.10000	974.84	0.0010258	313.99	314.10	1.0158	3.8990	4.1932	1555.1	-0.19242	377.40	0.66356	liquid
75.204	0.10000	974.72	0.0010259	314.83	314.93	1.0182	3.8980	4.1933	1555.1	-0.19231	376.41	0.66371	liquid
75.404	0.10000	974.60	0.0010261	315.67	315.77	1.0206	3.8969	4.1935	1555.1	-0.19220	375.43	0.66385	liquid
75.604	0.10000	974.48	0.0010262	316.51	316.61	1.0230	3.8959	4.1936	1555.0	-0.19209	374.46	0.66399	liquid
75.804	0.10000	974.36	0.0010263	317.35	317.45	1.0254	3.8948	4.1937	1555.0	-0.19198	373.48	0.66414	liquid
76.004	0.10000	974.24	0.0010264	318.19	318.29	1.0278	3.8938	4.1939	1555.0	-0.19187	372.52	0.66428	liquid
76.204	0.10000	974.12	0.0010266	319.02	319.13	1.0302	3.8927	4.1940	1555.0	-0.19176	371.55	0.66442	liquid
76.404	0.10000	974.00	0.0010267	319.86	319.97	1.0326	3.8917	4.1942	1555.0	-0.19165	370.59	0.66456	liquid
76.604	0.10000	973.88	0.0010268	320.70	320.80	1.0350	3.8906	4.1943	1555.0	-0.19154	369.64	0.66470	liquid
76.804	0.10000	973.76	0.0010270	321.54	321.64	1.0374	3.8896	4.1944	1554.9	-0.19143	368.69	0.66484	liquid
77.004	0.10000	973.63	0.0010271	322.38	322.48	1.0398	3.8886	4.1946	1554.9	-0.19132	367.74	0.66498	liquid
77.204	0.10000	973.51	0.0010272	323.22	323.32	1.0422	3.8875	4.1947	1554.9	-0.19121	366.80	0.66512	liquid
77.404	0.10000	973.39	0.0010273	324.06	324.16	1.0446	3.8865	4.1949	1554.9	-0.19110	365.86	0.66526	liquid
77.604	0.10000	973.27	0.0010275	324.90	325.00	1.0470	3.8854	4.1950	1554.9	-0.19099	364.93	0.66539	liquid
77.804	0.10000	973.15	0.0010276	325.74	325.84	1.0494	3.8844	4.1951	1554.8	-0.19088	364.00	0.66553	liquid
78.003	0.10000	973.02	0.0010277	326.57	326.68	1.0518	3.8833	4.1953	1554.8	-0.19077	363.07	0.66567	liquid
78.203	0.10000	972.90	0.0010279	327.41	327.52	1.0541	3.8823	4.1954	1554.8	-0.19066	362.15	0.66580	liquid
78.403	0.10000	972.78	0.0010280	328.25	328.35	1.0565	3.8812	4.1956	1554.7	-0.19055	361.23	0.66594	liquid
78.603	0.10000	972.66	0.0010281	329.09	329.19	1.0589	3.8802	4.1957	1554.7	-0.19044	360.32	0.66607	liquid
78.803	0.10000	972.53	0.0010282	329.93	330.03	1.0613	3.8791	4.1959	1554.7	-0.19032	359.41	0.66621	liquid
79.003	0.10000	972.41	0.0010284	330.77	330.87	1.0637	3.8781	4.1960	1554.6	-0.19021	358.51	0.66634	liquid
79.203	0.10000	972.28	0.0010285	331.61	331.71	1.0661	3.8770	4.1962	1554.6	-0.19010	357.60	0.66647	liquid
79.403	0.10000	972.16	0.0010286	332.45	332.55	1.0684	3.8760	4.1963	1554.6	-0.18999	356.71	0.66660	liquid
79.603	0.10000	972.04	0.0010288	333.29	333.39	1.0708	3.8749	4.1965	1554.5	-0.18988	355.81	0.66673	liquid
