Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
14.400	0.10000	1.3394	0.74658	186.61	261.27	6.3773	0.65695	0.91823	322.91	2.8794	19.959	0.025501	vapor
14.667	0.10000	1.3382	0.74728	186.79	261.52	6.3782	0.65699	0.91826	323.06	2.8743	19.974	0.025523	vapor
14.933	0.10000	1.3370	0.74797	186.97	261.76	6.3790	0.65702	0.91830	323.21	2.8692	19.989	0.025544	vapor
15.200	0.10000	1.3357	0.74867	187.14	262.01	6.3799	0.65706	0.91833	323.35	2.8641	20.004	0.025565	vapor
15.467	0.10000	1.3345	0.74936	187.32	262.25	6.3807	0.65709	0.91836	323.50	2.8591	20.019	0.025586	vapor
15.733	0.10000	1.3332	0.75006	187.49	262.50	6.3816	0.65713	0.91839	323.65	2.8540	20.034	0.025607	vapor
16.000	0.10000	1.3320	0.75075	187.67	262.74	6.3824	0.65717	0.91843	323.80	2.8490	20.049	0.025628	vapor
16.267	0.10000	1.3308	0.75145	187.84	262.99	6.3833	0.65720	0.91846	323.94	2.8440	20.064	0.025650	vapor
16.533	0.10000	1.3295	0.75214	188.02	263.23	6.3841	0.65724	0.91849	324.09	2.8390	20.079	0.025671	vapor
16.800	0.10000	1.3283	0.75283	188.19	263.48	6.3850	0.65727	0.91852	324.24	2.8339	20.094	0.025692	vapor
17.067	0.10000	1.3271	0.75353	188.37	263.72	6.3858	0.65731	0.91856	324.38	2.8290	20.109	0.025713	vapor
17.333	0.10000	1.3259	0.75422	188.54	263.97	6.3866	0.65735	0.91859	324.53	2.8240	20.124	0.025734	vapor
17.600	0.10000	1.3246	0.75492	188.72	264.21	6.3875	0.65738	0.91862	324.68	2.8190	20.138	0.025755	vapor
17.867	0.10000	1.3234	0.75561	188.90	264.46	6.3883	0.65742	0.91866	324.83	2.8140	20.153	0.025776	vapor
18.133	0.10000	1.3222	0.75631	189.07	264.70	6.3892	0.65746	0.91869	324.97	2.8091	20.168	0.025798	vapor
18.400	0.10000	1.3210	0.75700	189.25	264.95	6.3900	0.65749	0.91873	325.12	2.8042	20.183	0.025819	vapor
18.667	0.10000	1.3198	0.75770	189.42	265.19	6.3909	0.65753	0.91876	325.26	2.7992	20.198	0.025840	vapor
18.933	0.10000	1.3186	0.75839	189.60	265.44	6.3917	0.65757	0.91879	325.41	2.7943	20.213	0.025861	vapor
19.200	0.10000	1.3174	0.75909	189.77	265.68	6.3925	0.65761	0.91883	325.56	2.7894	20.228	0.025882	vapor
19.467	0.10000	1.3162	0.75978	189.95	265.93	6.3934	0.65764	0.91886	325.70	2.7845	20.243	0.025903	vapor
19.733	0.10000	1.3150	0.76048	190.12	266.17	6.3942	0.65768	0.91890	325.85	2.7796	20.258	0.025924	vapor
20.000	0.10000	1.3138	0.76117	190.30	266.42	6.3950	0.65772	0.91893	326.00	2.7747	20.272	0.025945	vapor
20.267	0.10000	1.3126	0.76187	190.48	266.66	6.3959	0.65776	0.91897	326.14	2.7699	20.287	0.025966	vapor
20.533	0.10000	1.3114	0.76256	190.65	266.91	6.3967	0.65779	0.91900	326.29	2.7650	20.302	0.025987	vapor
20.800	0.10000	1.3102	0.76326	190.83	267.15	6.3975	0.65783	0.91904	326.43	2.7602	20.317	0.026009	vapor
21.067	0.10000	1.3090	0.76395	191.00	267.40	6.3984	0.65787	0.91907	326.58	2.7553	20.332	0.026030	vapor
21.333	0.10000	1.3078	0.76465	191.18	267.64	6.3992	0.65791	0.91911	326.73	2.7505	20.347	0.026051	vapor
21.600	0.10000	1.3066	0.76534	191.35	267.89	6.4000	0.65795	0.91914	326.87	2.7457	20.361	0.026072	vapor
21.867	0.10000	1.3054	0.76603	191.53	268.13	6.4009	0.65799	0.91918	327.02	2.7409	20.376	0.026093	vapor
22.133	0.10000	1.3042	0.76673	191.70	268.38	6.4017	0.65802	0.91921	327.16	2.7361	20.391	0.026114	vapor
22.400	0.10000	1.3031	0.76742	191.88	268.62	6.4025	0.65806	0.91925	327.31	2.7313	20.406	0.026135	vapor
22.667	0.10000	1.3019	0.76812	192.06	268.87	6.4034	0.65810	0.91929	327.45	2.7266	20.421	0.026156	vapor
22.933	0.10000	1.3007	0.76881	192.23	269.11	6.4042	0.65814	0.91932	327.60	2.7218	20.435	0.026177	vapor
23.200	0.10000	1.2995	0.76951	192.41	269.36	6.4050	0.65818	0.91936	327.74	2.7170	20.450	0.026198	vapor
23.467	0.10000	1.2984	0.77020	192.58	269.60	6.4059	0.65822	0.91939	327.89	2.7123	20.465	0.026219	vapor
23.733	0.10000	1.2972	0.77090	192.76	269.85	6.4067	0.65826	0.91943	328.03	2.7076	20.480	0.026240	vapor
24.000	0.10000	1.2960	0.77159	192.93	270.09	6.4075	0.65830	0.91947	328.18	2.7029	20.495	0.026261	vapor
24.267	0.10000	1.2949	0.77229	193.11	270.34	6.4083	0.65834	0.91950	328.32	2.6981	20.509	0.026282	vapor
24.533	0.10000	1.2937	0.77298	193.29	270.58	6.4092	0.65838	0.91954	328.47	2.6934	20.524	0.026303	vapor
24.800	0.10000	1.2925	0.77368	193.46	270.83	6.4100	0.65842	0.91958	328.61	2.6888	20.539	0.026324	vapor
25.067	0.10000	1.2914	0.77437	193.64	271.07	6.4108	0.65846	0.91962	328.76	2.6841	20.554	0.026345	vapor
25.333	0.10000	1.2902	0.77507	193.81	271.32	6.4116	0.65850	0.91965	328.90	2.6794	20.568	0.026366	vapor
25.600	0.10000	1.2891	0.77576	193.99	271.57	6.4124	0.65854	0.91969	329.05	2.6747	20.583	0.026387	vapor
25.867	0.10000	1.2879	0.77645	194.16	271.81	6.4133	0.65858	0.91973	329.19	2.6701	20.598	0.026408	vapor
26.133	0.10000	1.2868	0.77715	194.34	272.06	6.4141	0.65862	0.91977	329.34	2.6654	20.613	0.026429	vapor
26.400	0.10000	1.2856	0.77784	194.52	272.30	6.4149	0.65866	0.91980	329.48	2.6608	20.627	0.026450	vapor
26.667	0.10000	1.2845	0.77854	194.69	272.55	6.4157	0.65870	0.91984	329.62	2.6562	20.642	0.026471	vapor
26.933	0.10000	1.2833	0.77923	194.87	272.79	6.4165	0.65874	0.91988	329.77	2.6516	20.657	0.026492	vapor
27.200	0.10000	1.2822	0.77993	195.04	273.04	6.4174	0.65878	0.91992	329.91	2.6470	20.671	0.026513	vapor
27.467	0.10000	1.2810	0.78062	195.22	273.28	6.4182	0.65882	0.91995	330.06	2.6424	20.686	0.026534	vapor
27.733	0.10000	1.2799	0.78132	195.40	273.53	6.4190	0.65886	0.91999	330.20	2.6378	20.701	0.026555	vapor
28.000	0.10000	1.2788	0.78201	195.57	273.77	6.4198	0.65890	0.92003	330.34	2.6332	20.716	0.026576	vapor
28.267	0.10000	1.2776	0.78271	195.75	274.02	6.4206	0.65894	0.92007	330.49	2.6287	20.730	0.026597	vapor
28.533	0.10000	1.2765	0.78340	195.92	274.26	6.4214	0.65899	0.92011	330.63	2.6241	20.745	0.026618	vapor
28.800	0.10000	1.2754	0.78410	196.10	274.51	6.4222	0.65903	0.92015	330.77	2.6196	20.760	0.026639	vapor
29.067	0.10000	1.2742	0.78479	196.28	274.75	6.4231	0.65907	0.92019	330.92	2.6150	20.774	0.026659	vapor
29.333	0.10000	1.2731	0.78548	196.45	275.00	6.4239	0.65911	0.92023	331.06	2.6105	20.789	0.026680	vapor
29.600	0.10000	1.2720	0.78618	196.63	275.24	6.4247	0.65915	0.92026	331.20	2.6060	20.804	0.026701	vapor
29.867	0.10000	1.2709	0.78687	196.80	275.49	6.4255	0.65919	0.92030	331.35	2.6015	20.818	0.026722	vapor
30.133	0.10000	1.2697	0.78757	196.98	275.74	6.4263	0.65924	0.92034	331.49	2.5970	20.833	0.026743	vapor
30.400	0.10000	1.2686	0.78826	197.15	275.98	6.4271	0.65928	0.92038	331.63	2.5925	20.848	0.026764	vapor
30.667	0.10000	1.2675	0.78896	197.33	276.23	6.4279	0.65932	0.92042	331.78	2.5880	20.862	0.026785	vapor
30.933	0.10000	1.2664	0.78965	197.51	276.47	6.4287	0.65936	0.92046	331.92	2.5835	20.877	0.026806	vapor
31.200	0.10000	1.2653	0.79035	197.68	276.72	6.4295	0.65941	0.92050	332.06	2.5791	20.891	0.026827	vapor
31.467	0.10000	1.2642	0.79104	197.86	276.96	6.4303	0.65945	0.92054	332.21	2.5746	20.906	0.026847	vapor
31.733	0.10000	1.2630	0.79174	198.03	277.21	6.4311	0.65949	0.92058	332.35	2.5702	20.921	0.026868	vapor
32.000	0.10000	1.2619	0.79243	198.21	277.45	6.4319	0.65953	0.92062	332.49	2.5657	20.935	0.026889	vapor
32.267	0.10000	1.2608	0.79312	198.39	277.70	6.4327	0.65958	0.92066	332.63	2.5613	20.950	0.026910	vapor
32.533	0.10000	1.2597	0.79382	198.56	277.94	6.4336	0.65962	0.92070	332.78	2.5569	20.965	0.026931	vapor
32.800	0.10000	1.2586	0.79451	198.74	278.19	6.4344	0.65966	0.92074	332.92	2.5525	20.979	0.026952	vapor
33.067	0.10000	1.2575	0.79521	198.92	278.44	6.4352	0.65971	0.92079	333.06	2.5481	20.994	0.026973	vapor
33.333	0.10000	1.2564	0.79590	199.09	278.68	6.4360	0.65975	0.92083	333.20	2.5437	21.008	0.026993	vapor
33.600	0.10000	1.2553	0.79660	199.27	278.93	6.4368	0.65979	0.92087	333.35	2.5393	21.023	0.027014	vapor
33.867	0.10000	1.2542	0.79729	199.44	279.17	6.4376	0.65984	0.92091	333.49	2.5350	21.038	0.027035	vapor
34.133	0.10000	1.2532	0.79799	199.62	279.42	6.4384	0.65988	0.92095	333.63	2.5306	21.052	0.027056	vapor
34.400	0.10000	1.2521	0.79868	199.80	279.66	6.4392	0.65993	0.92099	333.77	2.5263	21.067	0.027077	vapor
34.667	0.10000	1.2510	0.79938	199.97	279.91	6.4400	0.65997	0.92103	333.91	2.5219	21.081	0.027098	vapor
34.933	0.10000	1.2499	0.80007	200.15	280.16	6.4408	0.66001	0.92107	334.05	2.5176	21.096	0.027118	vapor
35.200	0.10000	1.2488	0.80076	200.32	280.40	6.4416	0.66006	0.92112	334.20	2.5133	21.110	0.027139	vapor
35.467	0.10000	1.2477	0.80146	200.50	280.65	6.4423	0.66010	0.92116	334.34	2.5089	21.125	0.027160	vapor
35.733	0.10000	1.2466	0.80215	200.68	280.89	6.4431	0.66015	0.92120	334.48	2.5046	21.139	0.027181	vapor
36.000	0.10000	1.2456	0.80285	200.85	281.14	6.4439	0.66019	0.92124	334.62	2.5003	21.154	0.027202	vapor
36.267	0.10000	1.2445	0.80354	201.03	281.38	6.4447	0.66024	0.92128	334.76	2.4960	21.169	0.027222	vapor
36.533	0.10000	1.2434	0.80424	201.21	281.63	6.4455	0.66028	0.92133	334.90	2.4918	21.183	0.027243	vapor
36.800	0.10000	1.2423	0.80493	201.38	281.87	6.4463	0.66033	0.92137	335.05	2.4875	21.198	0.027264	vapor
37.067	0.10000	1.2413	0.80563	201.56	282.12	6.4471	0.66037	0.92141	335.19	2.4832	21.212	0.027285	vapor
37.333	0.10000	1.2402	0.80632	201.73	282.37	6.4479	0.66042	0.92145	335.33	2.4790	21.227	0.027306	vapor
37.600	0.10000	1.2391	0.80702	201.91	282.61	6.4487	0.66046	0.92150	335.47	2.4747	21.241	0.027326	vapor
37.867	0.10000	1.2381	0.80771	202.09	282.86	6.4495	0.66051	0.92154	335.61	2.4705	21.256	0.027347	vapor
38.133	0.10000	1.2370	0.80840	202.26	283.10	6.4503	0.66055	0.92158	335.75	2.4662	21.270	0.027368	vapor
38.400	0.10000	1.2359	0.80910	202.44	283.35	6.4511	0.66060	0.92163	335.89	2.4620	21.285	0.027389	vapor
38.667	0.10000	1.2349	0.80979	202.62	283.59	6.4519	0.66064	0.92167	336.03	2.4578	21.299	0.027409	vapor
38.933	0.10000	1.2338	0.81049	202.79	283.84	6.4526	0.66069	0.92171	336.17	2.4536	21.314	0.027430	vapor
39.200	0.10000	1.2328	0.81118	202.97	284.09	6.4534	0.66074	0.92176	336.31	2.4494	21.328	0.027451	vapor
39.467	0.10000	1.2317	0.81188	203.14	284.33	6.4542	0.66078	0.92180	336.45	2.4452	21.343	0.027472	vapor
39.733	0.10000	1.2307	0.81257	203.32	284.58	6.4550	0.66083	0.92184	336.60	2.4410	21.357	0.027492	vapor
40.000	0.10000	1.2296	0.81327	203.50	284.82	6.4558	0.66088	0.92189	336.74	2.4369	21.372	0.027513	vapor
40.267	0.10000	1.2286	0.81396	203.67	285.07	6.4566	0.66092	0.92193	336.88	2.4327	21.386	0.027534	vapor
40.533	0.10000	1.2275	0.81465	203.85	285.32	6.4574	0.66097	0.92198	337.02	2.4286	21.400	0.027554	vapor
40.800	0.10000	1.2265	0.81535	204.03	285.56	6.4581	0.66102	0.92202	337.16	2.4244	21.415	0.027575	vapor
41.067	0.10000	1.2254	0.81604	204.20	285.81	6.4589	0.66106	0.92207	337.30	2.4203	21.429	0.027596	vapor
41.333	0.10000	1.2244	0.81674	204.38	286.05	6.4597	0.66111	0.92211	337.44	2.4161	21.444	0.027617	vapor
41.600	0.10000	1.2233	0.81743	204.56	286.30	6.4605	0.66116	0.92215	337.58	2.4120	21.458	0.027637	vapor
41.867	0.10000	1.2223	0.81813	204.73	286.55	6.4613	0.66120	0.92220	337.72	2.4079	21.473	0.027658	vapor
42.133	0.10000	1.2213	0.81882	204.91	286.79	6.4620	0.66125	0.92224	337.86	2.4038	21.487	0.027679	vapor
42.400	0.10000	1.2202	0.81952	205.09	287.04	6.4628	0.66130	0.92229	338.00	2.3997	21.501	0.027699	vapor
42.667	0.10000	1.2192	0.82021	205.26	287.28	6.4636	0.66134	0.92233	338.14	2.3956	21.516	0.027720	vapor
42.933	0.10000	1.2182	0.82090	205.44	287.53	6.4644	0.66139	0.92238	338.28	2.3915	21.530	0.027741	vapor
43.200	0.10000	1.2171	0.82160	205.61	287.77	6.4652	0.66144	0.92243	338.41	2.3875	21.545	0.027761	vapor
43.467	0.10000	1.2161	0.82229	205.79	288.02	6.4659	0.66149	0.92247	338.55	2.3834	21.559	0.027782	vapor
43.733	0.10000	1.2151	0.82299	205.97	288.27	6.4667	0.66154	0.92252	338.69	2.3794	21.574	0.027803	vapor
44.000	0.10000	1.2141	0.82368	206.14	288.51	6.4675	0.66158	0.92256	338.83	2.3753	21.588	0.027823	vapor
44.267	0.10000	1.2130	0.82438	206.32	288.76	6.4683	0.66163	0.92261	338.97	2.3713	21.602	0.027844	vapor
44.533	0.10000	1.2120	0.82507	206.50	289.00	6.4690	0.66168	0.92265	339.11	2.3672	21.617	0.027865	vapor
44.800	0.10000	1.2110	0.82577	206.67	289.25	6.4698	0.66173	0.92270	339.25	2.3632	21.631	0.027885	vapor
45.067	0.10000	1.2100	0.82646	206.85	289.50	6.4706	0.66178	0.92275	339.39	2.3592	21.645	0.027906	vapor
45.333	0.10000	1.2090	0.82715	207.03	289.74	6.4714	0.66183	0.92279	339.53	2.3552	21.660	0.027926	vapor
45.600	0.10000	1.2080	0.82785	207.20	289.99	6.4721	0.66187	0.92284	339.67	2.3512	21.674	0.027947	vapor
45.867	0.10000	1.2069	0.82854	207.38	290.24	6.4729	0.66192	0.92289	339.81	2.3472	21.689	0.027968	vapor
46.133	0.10000	1.2059	0.82924	207.56	290.48	6.4737	0.66197	0.92293	339.95	2.3432	21.703	0.027988	vapor
46.400	0.10000	1.2049	0.82993	207.73	290.73	6.4744	0.66202	0.92298	340.08	2.3392	21.717	0.028009	vapor
46.667	0.10000	1.2039	0.83063	207.91	290.97	6.4752	0.66207	0.92303	340.22	2.3353	21.732	0.028029	vapor
46.933	0.10000	1.2029	0.83132	208.09	291.22	6.4760	0.66212	0.92307	340.36	2.3313	21.746	0.028050	vapor
47.200	0.10000	1.2019	0.83201	208.26	291.47	6.4768	0.66217	0.92312	340.50	2.3274	21.760	0.028071	vapor
47.467	0.10000	1.2009	0.83271	208.44	291.71	6.4775	0.66222	0.92317	340.64	2.3234	21.775	0.028091	vapor
47.733	0.10000	1.1999	0.83340	208.62	291.96	6.4783	0.66227	0.92321	340.78	2.3195	21.789	0.028112	vapor
48.000	0.10000	1.1989	0.83410	208.79	292.20	6.4791	0.66232	0.92326	340.91	2.3155	21.803	0.028132	vapor
48.267	0.10000	1.1979	0.83479	208.97	292.45	6.4798	0.66237	0.92331	341.05	2.3116	21.817	0.028153	vapor
48.533	0.10000	1.1969	0.83549	209.15	292.70	6.4806	0.66242	0.92336	341.19	2.3077	21.832	0.028174	vapor
48.800	0.10000	1.1959	0.83618	209.33	292.94	6.4814	0.66247	0.92340	341.33	2.3038	21.846	0.028194	vapor
49.067	0.10000	1.1949	0.83688	209.50	293.19	6.4821	0.66252	0.92345	341.47	2.2999	21.860	0.028215	vapor
49.333	0.10000	1.1939	0.83757	209.68	293.44	6.4829	0.66257	0.92350	341.61	2.2960	21.875	0.028235	vapor
49.600	0.10000	1.1929	0.83826	209.86	293.68	6.4836	0.66262	0.92355	341.74	2.2921	21.889	0.028256	vapor
49.867	0.10000	1.1920	0.83896	210.03	293.93	6.4844	0.66267	0.92360	341.88	2.2882	21.903	0.028276	vapor
50.133	0.10000	1.1910	0.83965	210.21	294.17	6.4852	0.66272	0.92365	342.02	2.2844	21.918	0.028297	vapor
50.400	0.10000	1.1900	0.84035	210.39	294.42	6.4859	0.66277	0.92369	342.16	2.2805	21.932	0.028317	vapor
50.667	0.10000	1.1890	0.84104	210.56	294.67	6.4867	0.66282	0.92374	342.29	2.2767	21.946	0.028338	vapor
50.933	0.10000	1.1880	0.84174	210.74	294.91	6.4875	0.66287	0.92379	342.43	2.2728	21.960	0.028358	vapor
51.200	0.10000	1.1870	0.84243	210.92	295.16	6.4882	0.66292	0.92384	342.57	2.2690	21.975	0.028379	vapor
51.467	0.10000	1.1861	0.84312	211.09	295.41	6.4890	0.66297	0.92389	342.71	2.2651	21.989	0.028400	vapor
51.733	0.10000	1.1851	0.84382	211.27	295.65	6.4897	0.66302	0.92394	342.84	2.2613	22.003	0.028420	vapor
52.000	0.10000	1.1841	0.84451	211.45	295.90	6.4905	0.66308	0.92399	342.98	2.2575	22.017	0.028441	vapor
52.267	0.10000	1.1831	0.84521	211.62	296.15	6.4912	0.66313	0.92404	343.12	2.2537	22.032	0.028461	vapor
52.533	0.10000	1.1822	0.84590	211.80	296.39	6.4920	0.66318	0.92409	343.25	2.2499	22.046	0.028482	vapor
52.800	0.10000	1.1812	0.84660	211.98	296.64	6.4928	0.66323	0.92414	343.39	2.2461	22.060	0.028502	vapor
53.067	0.10000	1.1802	0.84729	212.16	296.88	6.4935	0.66328	0.92419	343.53	2.2423	22.074	0.028523	vapor
53.333	0.10000	1.1793	0.84798	212.33	297.13	6.4943	0.66333	0.92424	343.67	2.2385	22.088	0.028543	vapor
53.600	0.10000	1.1783	0.84868	212.51	297.38	6.4950	0.66339	0.92429	343.80	2.2348	22.103	0.028564	vapor
53.867	0.10000	1.1773	0.84937	212.69	297.62	6.4958	0.66344	0.92434	343.94	2.2310	22.117	0.028584	vapor
54.133	0.10000	1.1764	0.85007	212.86	297.87	6.4965	0.66349	0.92439	344.08	2.2272	22.131	0.028604	vapor
54.400	0.10000	1.1754	0.85076	213.04	298.12	6.4973	0.66354	0.92444	344.21	2.2235	22.145	0.028625	vapor
54.667	0.10000	1.1745	0.85146	213.22	298.36	6.4980	0.66359	0.92449	344.35	2.2197	22.160	0.028645	vapor
54.933	0.10000	1.1735	0.85215	213.40	298.61	6.4988	0.66365	0.92454	344.49	2.2160	22.174	0.028666	vapor
55.200	0.10000	1.1725	0.85284	213.57	298.86	6.4995	0.66370	0.92459	344.62	2.2123	22.188	0.028686	vapor
55.467	0.10000	1.1716	0.85354	213.75	299.10	6.5003	0.66375	0.92464	344.76	2.2086	22.202	0.028707	vapor
55.733	0.10000	1.1706	0.85423	213.93	299.35	6.5010	0.66380	0.92469	344.89	2.2048	22.216	0.028727	vapor
56.000	0.10000	1.1697	0.85493	214.10	299.60	6.5018	0.66386	0.92474	345.03	2.2011	22.230	0.028748	vapor
56.267	0.10000	1.1687	0.85562	214.28	299.84	6.5025	0.66391	0.92479	345.17	2.1974	22.245	0.028768	vapor
56.533	0.10000	1.1678	0.85632	214.46	300.09	6.5033	0.66396	0.92484	345.30	2.1937	22.259	0.028789	vapor
56.800	0.10000	1.1668	0.85701	214.64	300.34	6.5040	0.66402	0.92489	345.44	2.1900	22.273	0.028809	vapor
57.067	0.10000	1.1659	0.85770	214.81	300.58	6.5048	0.66407	0.92494	345.57	2.1864	22.287	0.028829	vapor
57.333	0.10000	1.1650	0.85840	214.99	300.83	6.5055	0.66412	0.92500	345.71	2.1827	22.301	0.028850	vapor
57.600	0.10000	1.1640	0.85909	215.17	301.08	6.5063	0.66418	0.92505	345.85	2.1790	22.315	0.028870	vapor
57.867	0.10000	1.1631	0.85979	215.34	301.32	6.5070	0.66423	0.92510	345.98	2.1754	22.330	0.028891	vapor
58.133	0.10000	1.1621	0.86048	215.52	301.57	6.5078	0.66428	0.92515	346.12	2.1717	22.344	0.028911	vapor
58.400	0.10000	1.1612	0.86118	215.70	301.82	6.5085	0.66434	0.92520	346.25	2.1681	22.358	0.028931	vapor
58.667	0.10000	1.1603	0.86187	215.88	302.06	6.5093	0.66439	0.92525	346.39	2.1644	22.372	0.028952	vapor
58.933	0.10000	1.1593	0.86256	216.05	302.31	6.5100	0.66445	0.92531	346.52	2.1608	22.386	0.028972	vapor
59.200	0.10000	1.1584	0.86326	216.23	302.56	6.5107	0.66450	0.92536	346.66	2.1572	22.400	0.028993	vapor
59.467	0.10000	1.1575	0.86395	216.41	302.80	6.5115	0.66455	0.92541	346.80	2.1536	22.414	0.029013	vapor
59.733	0.10000	1.1565	0.86465	216.59	303.05	6.5122	0.66461	0.92546	346.93	2.1499	22.428	0.029033	vapor
60.000	0.10000	1.1556	0.86534	216.76	303.30	6.5130	0.66466	0.92552	347.07	2.1463	22.442	0.029054	vapor
60.267	0.10000	1.1547	0.86604	216.94	303.54	6.5137	0.66472	0.92557	347.20	2.1427	22.457	0.029074	vapor
60.533	0.10000	1.1538	0.86673	217.12	303.79	6.5144	0.66477	0.92562	347.34	2.1392	22.471	0.029094	vapor
60.800	0.10000	1.1528	0.86742	217.29	304.04	6.5152	0.66483	0.92567	347.47	2.1356	22.485	0.029115	vapor
61.067	0.10000	1.1519	0.86812	217.47	304.28	6.5159	0.66488	0.92573	347.61	2.1320	22.499	0.029135	vapor
61.333	0.10000	1.1510	0.86881	217.65	304.53	6.5167	0.66494	0.92578	347.74	2.1284	22.513	0.029156	vapor
61.600	0.10000	1.1501	0.86951	217.83	304.78	6.5174	0.66499	0.92583	347.88	2.1249	22.527	0.029176	vapor
61.867	0.10000	1.1492	0.87020	218.00	305.02	6.5181	0.66505	0.92589	348.01	2.1213	22.541	0.029196	vapor
62.133	0.10000	1.1482	0.87090	218.18	305.27	6.5189	0.66510	0.92594	348.14	2.1178	22.555	0.029217	vapor
62.400	0.10000	1.1473	0.87159	218.36	305.52	6.5196	0.66516	0.92599	348.28	2.1142	22.569	0.029237	vapor
62.667	0.10000	1.1464	0.87228	218.54	305.77	6.5203	0.66521	0.92605	348.41	2.1107	22.583	0.029257	vapor
62.933	0.10000	1.1455	0.87298	218.71	306.01	6.5211	0.66527	0.92610	348.55	2.1071	22.597	0.029278	vapor
63.200	0.10000	1.1446	0.87367	218.89	306.26	6.5218	0.66533	0.92615	348.68	2.1036	22.611	0.029298	vapor
63.467	0.10000	1.1437	0.87437	219.07	306.51	6.5226	0.66538	0.92621	348.82	2.1001	22.625	0.029318	vapor
63.733	0.10000	1.1428	0.87506	219.25	306.75	6.5233	0.66544	0.92626	348.95	2.0966	22.639	0.029339	vapor
64.000	0.10000	1.1419	0.87576	219.43	307.00	6.5240	0.66549	0.92632	349.09	2.0931	22.653	0.029359	vapor
64.267	0.10000	1.1410	0.87645	219.60	307.25	6.5248	0.66555	0.92637	349.22	2.0896	22.667	0.029379	vapor
64.533	0.10000	1.1401	0.87714	219.78	307.49	6.5255	0.66561	0.92643	349.35	2.0861	22.681	0.029399	vapor
64.800	0.10000	1.1392	0.87784	219.96	307.74	6.5262	0.66566	0.92648	349.49	2.0826	22.695	0.029420	vapor
65.067	0.10000	1.1383	0.87853	220.14	307.99	6.5269	0.66572	0.92653	349.62	2.0791	22.709	0.029440	vapor
65.333	0.10000	1.1374	0.87923	220.31	308.24	6.5277	0.66577	0.92659	349.76	2.0757	22.723	0.029460	vapor
65.600	0.10000	1.1365	0.87992	220.49	308.48	6.5284	0.66583	0.92664	349.89	2.0722	22.737	0.029481	vapor
65.867	0.10000	1.1356	0.88061	220.67	308.73	6.5291	0.66589	0.92670	350.02	2.0687	22.751	0.029501	vapor
66.133	0.10000	1.1347	0.88131	220.85	308.98	6.5299	0.66594	0.92675	350.16	2.0653	22.765	0.029521	vapor
66.400	0.10000	1.1338	0.88200	221.02	309.22	6.5306	0.66600	0.92681	350.29	2.0618	22.779	0.029541	vapor
66.667	0.10000	1.1329	0.88270	221.20	309.47	6.5313	0.66606	0.92686	350.42	2.0584	22.793	0.029562	vapor
66.933	0.10000	1.1320	0.88339	221.38	309.72	6.5320	0.66612	0.92692	350.56	2.0550	22.807	0.029582	vapor
67.200	0.10000	1.1311	0.88409	221.56	309.97	6.5328	0.66617	0.92697	350.69	2.0515	22.821	0.029602	vapor
67.467	0.10000	1.1302	0.88478	221.74	310.21	6.5335	0.66623	0.92703	350.82	2.0481	22.835	0.029622	vapor
67.733	0.10000	1.1293	0.88547	221.91	310.46	6.5342	0.66629	0.92709	350.96	2.0447	22.849	0.029643	vapor
68.000	0.10000	1.1285	0.88617	222.09	310.71	6.5349	0.66635	0.92714	351.09	2.0413	22.863	0.029663	vapor
68.267	0.10000	1.1276	0.88686	222.27	310.95	6.5357	0.66640	0.92720	351.22	2.0379	22.877	0.029683	vapor
68.533	0.10000	1.1267	0.88756	222.45	311.20	6.5364	0.66646	0.92725	351.36	2.0345	22.891	0.029703	vapor
68.800	0.10000	1.1258	0.88825	222.62	311.45	6.5371	0.66652	0.92731	351.49	2.0311	22.905	0.029724	vapor
69.067	0.10000	1.1249	0.88894	222.80	311.70	6.5378	0.66658	0.92737	351.62	2.0277	22.919	0.029744	vapor
69.333	0.10000	1.1241	0.88964	222.98	311.94	6.5386	0.66663	0.92742	351.76	2.0244	22.933	0.029764	vapor
69.600	0.10000	1.1232	0.89033	223.16	312.19	6.5393	0.66669	0.92748	351.89	2.0210	22.947	0.029784	vapor
69.867	0.10000	1.1223	0.89103	223.34	312.44	6.5400	0.66675	0.92753	352.02	2.0176	22.961	0.029804	vapor
70.133	0.10000	1.1214	0.89172	223.51	312.69	6.5407	0.66681	0.92759	352.15	2.0143	22.975	0.029825	vapor
70.400	0.10000	1.1206	0.89242	223.69	312.93	6.5415	0.66687	0.92765	352.29	2.0109	22.989	0.029845	vapor
70.667	0.10000	1.1197	0.89311	223.87	313.18	6.5422	0.66693	0.92770	352.42	2.0076	23.003	0.029865	vapor
70.933	0.10000	1.1188	0.89380	224.05	313.43	6.5429	0.66698	0.92776	352.55	2.0042	23.017	0.029885	vapor
71.200	0.10000	1.1179	0.89450	224.23	313.68	6.5436	0.66704	0.92782	352.68	2.0009	23.031	0.029905	vapor
71.467	0.10000	1.1171	0.89519	224.40	313.92	6.5443	0.66710	0.92788	352.82	1.9976	23.044	0.029926	vapor
71.733	0.10000	1.1162	0.89589	224.58	314.17	6.5450	0.66716	0.92793	352.95	1.9942	23.058	0.029946	vapor
