Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
72.000	0.10000	1.1153	0.89658	224.76	314.42	6.5458	0.66722	0.92799	353.08	1.9909	23.072	0.029966	vapor
72.267	0.10000	1.1145	0.89727	224.94	314.67	6.5465	0.66728	0.92805	353.21	1.9876	23.086	0.029986	vapor
72.533	0.10000	1.1136	0.89797	225.12	314.91	6.5472	0.66734	0.92810	353.35	1.9843	23.100	0.030006	vapor
72.800	0.10000	1.1128	0.89866	225.29	315.16	6.5479	0.66740	0.92816	353.48	1.9810	23.114	0.030026	vapor
73.067	0.10000	1.1119	0.89936	225.47	315.41	6.5486	0.66746	0.92822	353.61	1.9777	23.128	0.030047	vapor
73.333	0.10000	1.1110	0.90005	225.65	315.66	6.5493	0.66752	0.92828	353.74	1.9744	23.142	0.030067	vapor
73.600	0.10000	1.1102	0.90075	225.83	315.90	6.5501	0.66758	0.92834	353.87	1.9712	23.155	0.030087	vapor
73.867	0.10000	1.1093	0.90144	226.01	316.15	6.5508	0.66764	0.92839	354.01	1.9679	23.169	0.030107	vapor
74.133	0.10000	1.1085	0.90213	226.18	316.40	6.5515	0.66770	0.92845	354.14	1.9646	23.183	0.030127	vapor
74.400	0.10000	1.1076	0.90283	226.36	316.65	6.5522	0.66776	0.92851	354.27	1.9614	23.197	0.030147	vapor
74.667	0.10000	1.1068	0.90352	226.54	316.89	6.5529	0.66782	0.92857	354.40	1.9581	23.211	0.030167	vapor
74.933	0.10000	1.1059	0.90422	226.72	317.14	6.5536	0.66788	0.92863	354.53	1.9549	23.225	0.030188	vapor
75.200	0.10000	1.1051	0.90491	226.90	317.39	6.5543	0.66794	0.92868	354.66	1.9516	23.239	0.030208	vapor
75.467	0.10000	1.1042	0.90560	227.08	317.64	6.5550	0.66800	0.92874	354.80	1.9484	23.252	0.030228	vapor
75.733	0.10000	1.1034	0.90630	227.25	317.88	6.5557	0.66806	0.92880	354.93	1.9451	23.266	0.030248	vapor
76.000	0.10000	1.1025	0.90699	227.43	318.13	6.5565	0.66812	0.92886	355.06	1.9419	23.280	0.030268	vapor
76.267	0.10000	1.1017	0.90769	227.61	318.38	6.5572	0.66818	0.92892	355.19	1.9387	23.294	0.030288	vapor
76.533	0.10000	1.1009	0.90838	227.79	318.63	6.5579	0.66824	0.92898	355.32	1.9355	23.308	0.030308	vapor
76.800	0.10000	1.1000	0.90907	227.97	318.87	6.5586	0.66830	0.92904	355.45	1.9323	23.322	0.030328	vapor
77.067	0.10000	1.0992	0.90977	228.15	319.12	6.5593	0.66836	0.92910	355.58	1.9291	23.335	0.030348	vapor
77.333	0.10000	1.0983	0.91046	228.32	319.37	6.5600	0.66842	0.92916	355.71	1.9259	23.349	0.030369	vapor
77.600	0.10000	1.0975	0.91116	228.50	319.62	6.5607	0.66848	0.92922	355.85	1.9227	23.363	0.030389	vapor
77.867	0.10000	1.0967	0.91185	228.68	319.87	6.5614	0.66854	0.92928	355.98	1.9195	23.377	0.030409	vapor
78.133	0.10000	1.0958	0.91254	228.86	320.11	6.5621	0.66860	0.92933	356.11	1.9163	23.391	0.030429	vapor
78.400	0.10000	1.0950	0.91324	229.04	320.36	6.5628	0.66866	0.92939	356.24	1.9131	23.404	0.030449	vapor
78.667	0.10000	1.0942	0.91393	229.22	320.61	6.5635	0.66873	0.92945	356.37	1.9100	23.418	0.030469	vapor
78.933	0.10000	1.0933	0.91463	229.39	320.86	6.5642	0.66879	0.92951	356.50	1.9068	23.432	0.030489	vapor
79.200	0.10000	1.0925	0.91532	229.57	321.10	6.5649	0.66885	0.92957	356.63	1.9037	23.446	0.030509	vapor
79.467	0.10000	1.0917	0.91602	229.75	321.35	6.5656	0.66891	0.92963	356.76	1.9005	23.459	0.030529	vapor
79.733	0.10000	1.0909	0.91671	229.93	321.60	6.5663	0.66897	0.92969	356.89	1.8974	23.473	0.030549	vapor
80.000	0.10000	1.0900	0.91740	230.11	321.85	6.5670	0.66903	0.92975	357.02	1.8942	23.487	0.030569	vapor
80.267	0.10000	1.0892	0.91810	230.29	322.10	6.5677	0.66910	0.92981	357.15	1.8911	23.501	0.030589	vapor
80.533	0.10000	1.0884	0.91879	230.47	322.34	6.5684	0.66916	0.92988	357.28	1.8880	23.514	0.030609	vapor
80.800	0.10000	1.0876	0.91949	230.64	322.59	6.5691	0.66922	0.92994	357.41	1.8848	23.528	0.030629	vapor
81.067	0.10000	1.0867	0.92018	230.82	322.84	6.5698	0.66928	0.93000	357.54	1.8817	23.542	0.030649	vapor
81.333	0.10000	1.0859	0.92087	231.00	323.09	6.5705	0.66934	0.93006	357.67	1.8786	23.556	0.030669	vapor
81.600	0.10000	1.0851	0.92157	231.18	323.34	6.5712	0.66941	0.93012	357.80	1.8755	23.569	0.030689	vapor
81.867	0.10000	1.0843	0.92226	231.36	323.58	6.5719	0.66947	0.93018	357.93	1.8724	23.583	0.030709	vapor
82.133	0.10000	1.0835	0.92296	231.54	323.83	6.5726	0.66953	0.93024	358.06	1.8693	23.597	0.030729	vapor
82.400	0.10000	1.0827	0.92365	231.72	324.08	6.5733	0.66959	0.93030	358.19	1.8662	23.611	0.030749	vapor
82.667	0.10000	1.0818	0.92434	231.89	324.33	6.5740	0.66966	0.93036	358.32	1.8631	23.624	0.030769	vapor
82.933	0.10000	1.0810	0.92504	232.07	324.58	6.5747	0.66972	0.93042	358.45	1.8600	23.638	0.030789	vapor
83.200	0.10000	1.0802	0.92573	232.25	324.83	6.5754	0.66978	0.93048	358.58	1.8570	23.652	0.030809	vapor
83.467	0.10000	1.0794	0.92643	232.43	325.07	6.5761	0.66985	0.93055	358.71	1.8539	23.665	0.030829	vapor
83.733	0.10000	1.0786	0.92712	232.61	325.32	6.5768	0.66991	0.93061	358.84	1.8508	23.679	0.030849	vapor
84.000	0.10000	1.0778	0.92781	232.79	325.57	6.5775	0.66997	0.93067	358.97	1.8478	23.693	0.030869	vapor
84.267	0.10000	1.0770	0.92851	232.97	325.82	6.5782	0.67004	0.93073	359.10	1.8447	23.707	0.030889	vapor
84.533	0.10000	1.0762	0.92920	233.15	326.07	6.5789	0.67010	0.93079	359.23	1.8417	23.720	0.030909	vapor
84.800	0.10000	1.0754	0.92990	233.32	326.31	6.5796	0.67016	0.93085	359.36	1.8386	23.734	0.030929	vapor
85.067	0.10000	1.0746	0.93059	233.50	326.56	6.5803	0.67023	0.93092	359.49	1.8356	23.748	0.030949	vapor
85.333	0.10000	1.0738	0.93128	233.68	326.81	6.5810	0.67029	0.93098	359.62	1.8326	23.761	0.030969	vapor
85.600	0.10000	1.0730	0.93198	233.86	327.06	6.5817	0.67035	0.93104	359.75	1.8296	23.775	0.030989	vapor
85.867	0.10000	1.0722	0.93267	234.04	327.31	6.5824	0.67042	0.93110	359.87	1.8265	23.789	0.031009	vapor
86.133	0.10000	1.0714	0.93337	234.22	327.56	6.5831	0.67048	0.93117	360.00	1.8235	23.802	0.031029	vapor
86.400	0.10000	1.0706	0.93406	234.40	327.80	6.5838	0.67055	0.93123	360.13	1.8205	23.816	0.031049	vapor
86.667	0.10000	1.0698	0.93475	234.58	328.05	6.5844	0.67061	0.93129	360.26	1.8175	23.830	0.031069	vapor
86.933	0.10000	1.0690	0.93545	234.76	328.30	6.5851	0.67067	0.93135	360.39	1.8145	23.843	0.031089	vapor
87.200	0.10000	1.0682	0.93614	234.93	328.55	6.5858	0.67074	0.93142	360.52	1.8115	23.857	0.031109	vapor
87.467	0.10000	1.0674	0.93684	235.11	328.80	6.5865	0.67080	0.93148	360.65	1.8085	23.870	0.031129	vapor
87.733	0.10000	1.0666	0.93753	235.29	329.05	6.5872	0.67087	0.93154	360.78	1.8055	23.884	0.031149	vapor
88.000	0.10000	1.0658	0.93822	235.47	329.29	6.5879	0.67093	0.93161	360.91	1.8026	23.898	0.031169	vapor
88.267	0.10000	1.0651	0.93892	235.65	329.54	6.5886	0.67100	0.93167	361.03	1.7996	23.911	0.031189	vapor
88.533	0.10000	1.0643	0.93961	235.83	329.79	6.5893	0.67106	0.93173	361.16	1.7966	23.925	0.031208	vapor
88.800	0.10000	1.0635	0.94031	236.01	330.04	6.5900	0.67113	0.93179	361.29	1.7937	23.939	0.031228	vapor
89.067	0.10000	1.0627	0.94100	236.19	330.29	6.5906	0.67119	0.93186	361.42	1.7907	23.952	0.031248	vapor
89.333	0.10000	1.0619	0.94169	236.37	330.54	6.5913	0.67125	0.93192	361.55	1.7878	23.966	0.031268	vapor
89.600	0.10000	1.0611	0.94239	236.55	330.78	6.5920	0.67132	0.93199	361.68	1.7848	23.979	0.031288	vapor
89.867	0.10000	1.0604	0.94308	236.73	331.03	6.5927	0.67139	0.93205	361.80	1.7819	23.993	0.031308	vapor
90.133	0.10000	1.0596	0.94378	236.90	331.28	6.5934	0.67145	0.93211	361.93	1.7789	24.007	0.031328	vapor
90.400	0.10000	1.0588	0.94447	237.08	331.53	6.5941	0.67152	0.93218	362.06	1.7760	24.020	0.031348	vapor
90.667	0.10000	1.0580	0.94516	237.26	331.78	6.5947	0.67158	0.93224	362.19	1.7731	24.034	0.031368	vapor
90.933	0.10000	1.0572	0.94586	237.44	332.03	6.5954	0.67165	0.93230	362.32	1.7701	24.047	0.031387	vapor
91.200	0.10000	1.0565	0.94655	237.62	332.28	6.5961	0.67171	0.93237	362.44	1.7672	24.061	0.031407	vapor
91.467	0.10000	1.0557	0.94725	237.80	332.53	6.5968	0.67178	0.93243	362.57	1.7643	24.075	0.031427	vapor
91.733	0.10000	1.0549	0.94794	237.98	332.77	6.5975	0.67184	0.93250	362.70	1.7614	24.088	0.031447	vapor
92.000	0.10000	1.0541	0.94863	238.16	333.02	6.5982	0.67191	0.93256	362.83	1.7585	24.102	0.031467	vapor
92.267	0.10000	1.0534	0.94933	238.34	333.27	6.5988	0.67197	0.93263	362.95	1.7556	24.115	0.031487	vapor
92.533	0.10000	1.0526	0.95002	238.52	333.52	6.5995	0.67204	0.93269	363.08	1.7527	24.129	0.031507	vapor
92.800	0.10000	1.0518	0.95072	238.70	333.77	6.6002	0.67211	0.93275	363.21	1.7498	24.142	0.031526	vapor
93.067	0.10000	1.0511	0.95141	238.88	334.02	6.6009	0.67217	0.93282	363.34	1.7470	24.156	0.031546	vapor
93.333	0.10000	1.0503	0.95210	239.06	334.27	6.6016	0.67224	0.93288	363.46	1.7441	24.169	0.031566	vapor
93.600	0.10000	1.0495	0.95280	239.23	334.51	6.6022	0.67231	0.93295	363.59	1.7412	24.183	0.031586	vapor
93.867	0.10000	1.0488	0.95349	239.41	334.76	6.6029	0.67237	0.93301	363.72	1.7384	24.196	0.031606	vapor
94.133	0.10000	1.0480	0.95419	239.59	335.01	6.6036	0.67244	0.93308	363.85	1.7355	24.210	0.031626	vapor
94.400	0.10000	1.0473	0.95488	239.77	335.26	6.6043	0.67250	0.93314	363.97	1.7326	24.224	0.031645	vapor
94.667	0.10000	1.0465	0.95557	239.95	335.51	6.6049	0.67257	0.93321	364.10	1.7298	24.237	0.031665	vapor
94.933	0.10000	1.0457	0.95627	240.13	335.76	6.6056	0.67264	0.93328	364.23	1.7269	24.251	0.031685	vapor
95.200	0.10000	1.0450	0.95696	240.31	336.01	6.6063	0.67270	0.93334	364.36	1.7241	24.264	0.031705	vapor
95.467	0.10000	1.0442	0.95766	240.49	336.26	6.6070	0.67277	0.93341	364.48	1.7213	24.278	0.031725	vapor
95.733	0.10000	1.0435	0.95835	240.67	336.51	6.6076	0.67284	0.93347	364.61	1.7184	24.291	0.031745	vapor
96.000	0.10000	1.0427	0.95904	240.85	336.75	6.6083	0.67291	0.93354	364.74	1.7156	24.305	0.031764	vapor
96.267	0.10000	1.0420	0.95974	241.03	337.00	6.6090	0.67297	0.93360	364.86	1.7128	24.318	0.031784	vapor
96.533	0.10000	1.0412	0.96043	241.21	337.25	6.6097	0.67304	0.93367	364.99	1.7100	24.332	0.031804	vapor
96.800	0.10000	1.0404	0.96113	241.39	337.50	6.6103	0.67311	0.93373	365.12	1.7072	24.345	0.031824	vapor
97.067	0.10000	1.0397	0.96182	241.57	337.75	6.6110	0.67317	0.93380	365.24	1.7043	24.359	0.031843	vapor
97.333	0.10000	1.0389	0.96251	241.75	338.00	6.6117	0.67324	0.93387	365.37	1.7015	24.372	0.031863	vapor
97.600	0.10000	1.0382	0.96321	241.93	338.25	6.6124	0.67331	0.93393	365.50	1.6987	24.386	0.031883	vapor
97.867	0.10000	1.0375	0.96390	242.11	338.50	6.6130	0.67338	0.93400	365.62	1.6960	24.399	0.031903	vapor
98.133	0.10000	1.0367	0.96460	242.29	338.75	6.6137	0.67344	0.93407	365.75	1.6932	24.412	0.031923	vapor
98.400	0.10000	1.0360	0.96529	242.47	339.00	6.6144	0.67351	0.93413	365.88	1.6904	24.426	0.031942	vapor
98.667	0.10000	1.0352	0.96598	242.65	339.24	6.6150	0.67358	0.93420	366.00	1.6876	24.439	0.031962	vapor
98.933	0.10000	1.0345	0.96668	242.83	339.49	6.6157	0.67365	0.93426	366.13	1.6848	24.453	0.031982	vapor
99.200	0.10000	1.0337	0.96737	243.01	339.74	6.6164	0.67372	0.93433	366.25	1.6821	24.466	0.032002	vapor
99.467	0.10000	1.0330	0.96807	243.19	339.99	6.6171	0.67378	0.93440	366.38	1.6793	24.480	0.032021	vapor
99.733	0.10000	1.0322	0.96876	243.37	340.24	6.6177	0.67385	0.93447	366.51	1.6765	24.493	0.032041	vapor
100.00	0.10000	1.0315	0.96945	243.55	340.49	6.6184	0.67392	0.93453	366.63	1.6738	24.507	0.032061	vapor
100.27	0.10000	1.0308	0.97015	243.73	340.74	6.6191	0.67399	0.93460	366.76	1.6710	24.520	0.032081	vapor
100.53	0.10000	1.0300	0.97084	243.91	340.99	6.6197	0.67406	0.93467	366.88	1.6683	24.534	0.032100	vapor
100.80	0.10000	1.0293	0.97153	244.08	341.24	6.6204	0.67413	0.93473	367.01	1.6655	24.547	0.032120	vapor
101.07	0.10000	1.0286	0.97223	244.26	341.49	6.6211	0.67419	0.93480	367.14	1.6628	24.560	0.032140	vapor
101.33	0.10000	1.0278	0.97292	244.44	341.74	6.6217	0.67426	0.93487	367.26	1.6601	24.574	0.032159	vapor
101.60	0.10000	1.0271	0.97362	244.62	341.99	6.6224	0.67433	0.93494	367.39	1.6574	24.587	0.032179	vapor
101.87	0.10000	1.0264	0.97431	244.80	342.24	6.6231	0.67440	0.93500	367.51	1.6546	24.601	0.032199	vapor
102.13	0.10000	1.0256	0.97500	244.98	342.48	6.6237	0.67447	0.93507	367.64	1.6519	24.614	0.032219	vapor
102.40	0.10000	1.0249	0.97570	245.16	342.73	6.6244	0.67454	0.93514	367.76	1.6492	24.627	0.032238	vapor
102.67	0.10000	1.0242	0.97639	245.34	342.98	6.6250	0.67461	0.93521	367.89	1.6465	24.641	0.032258	vapor
102.93	0.10000	1.0235	0.97709	245.52	343.23	6.6257	0.67468	0.93527	368.01	1.6438	24.654	0.032278	vapor
103.20	0.10000	1.0227	0.97778	245.70	343.48	6.6264	0.67475	0.93534	368.14	1.6411	24.668	0.032297	vapor
103.47	0.10000	1.0220	0.97847	245.88	343.73	6.6270	0.67481	0.93541	368.27	1.6384	24.681	0.032317	vapor
103.73	0.10000	1.0213	0.97917	246.06	343.98	6.6277	0.67488	0.93548	368.39	1.6357	24.694	0.032337	vapor
104.00	0.10000	1.0206	0.97986	246.24	344.23	6.6284	0.67495	0.93555	368.52	1.6330	24.708	0.032356	vapor
104.27	0.10000	1.0198	0.98056	246.42	344.48	6.6290	0.67502	0.93561	368.64	1.6303	24.721	0.032376	vapor
104.53	0.10000	1.0191	0.98125	246.60	344.73	6.6297	0.67509	0.93568	368.77	1.6277	24.735	0.032396	vapor
104.80	0.10000	1.0184	0.98194	246.79	344.98	6.6303	0.67516	0.93575	368.89	1.6250	24.748	0.032415	vapor
105.07	0.10000	1.0177	0.98264	246.97	345.23	6.6310	0.67523	0.93582	369.02	1.6223	24.761	0.032435	vapor
105.33	0.10000	1.0170	0.98333	247.15	345.48	6.6317	0.67530	0.93589	369.14	1.6197	24.775	0.032455	vapor
105.60	0.10000	1.0162	0.98402	247.33	345.73	6.6323	0.67537	0.93596	369.27	1.6170	24.788	0.032474	vapor
105.87	0.10000	1.0155	0.98472	247.51	345.98	6.6330	0.67544	0.93602	369.39	1.6143	24.801	0.032494	vapor
106.13	0.10000	1.0148	0.98541	247.69	346.23	6.6336	0.67551	0.93609	369.52	1.6117	24.815	0.032514	vapor
106.40	0.10000	1.0141	0.98611	247.87	346.48	6.6343	0.67558	0.93616	369.64	1.6091	24.828	0.032533	vapor
106.67	0.10000	1.0134	0.98680	248.05	346.73	6.6350	0.67565	0.93623	369.76	1.6064	24.841	0.032553	vapor
106.93	0.10000	1.0127	0.98749	248.23	346.98	6.6356	0.67572	0.93630	369.89	1.6038	24.855	0.032573	vapor
107.20	0.10000	1.0120	0.98819	248.41	347.23	6.6363	0.67579	0.93637	370.01	1.6011	24.868	0.032592	vapor
107.47	0.10000	1.0112	0.98888	248.59	347.48	6.6369	0.67586	0.93644	370.14	1.5985	24.881	0.032612	vapor
107.73	0.10000	1.0105	0.98958	248.77	347.73	6.6376	0.67593	0.93651	370.26	1.5959	24.895	0.032631	vapor
108.00	0.10000	1.0098	0.99027	248.95	347.98	6.6382	0.67600	0.93658	370.39	1.5933	24.908	0.032651	vapor
108.27	0.10000	1.0091	0.99096	249.13	348.22	6.6389	0.67607	0.93665	370.51	1.5907	24.921	0.032671	vapor
108.53	0.10000	1.0084	0.99166	249.31	348.47	6.6395	0.67614	0.93671	370.64	1.5881	24.935	0.032690	vapor
108.80	0.10000	1.0077	0.99235	249.49	348.72	6.6402	0.67621	0.93678	370.76	1.5854	24.948	0.032710	vapor
109.07	0.10000	1.0070	0.99305	249.67	348.97	6.6409	0.67629	0.93685	370.88	1.5828	24.961	0.032730	vapor
109.33	0.10000	1.0063	0.99374	249.85	349.22	6.6415	0.67636	0.93692	371.01	1.5803	24.974	0.032749	vapor
109.60	0.10000	1.0056	0.99443	250.03	349.47	6.6422	0.67643	0.93699	371.13	1.5777	24.988	0.032769	vapor
109.87	0.10000	1.0049	0.99513	250.21	349.72	6.6428	0.67650	0.93706	371.26	1.5751	25.001	0.032788	vapor
110.13	0.10000	1.0042	0.99582	250.39	349.97	6.6435	0.67657	0.93713	371.38	1.5725	25.014	0.032808	vapor
110.40	0.10000	1.0035	0.99651	250.57	350.22	6.6441	0.67664	0.93720	371.50	1.5699	25.028	0.032827	vapor
110.67	0.10000	1.0028	0.99721	250.75	350.47	6.6448	0.67671	0.93727	371.63	1.5673	25.041	0.032847	vapor
110.93	0.10000	1.0021	0.99790	250.93	350.72	6.6454	0.67678	0.93734	371.75	1.5648	25.054	0.032867	vapor
111.20	0.10000	1.0014	0.99860	251.11	350.97	6.6461	0.67685	0.93741	371.88	1.5622	25.067	0.032886	vapor
111.47	0.10000	1.0007	0.99929	251.29	351.22	6.6467	0.67693	0.93748	372.00	1.5596	25.081	0.032906	vapor
111.73	0.10000	1.0000	0.99998	251.48	351.47	6.6474	0.67700	0.93755	372.12	1.5571	25.094	0.032925	vapor
112.00	0.10000	0.99932	1.0007	251.66	351.72	6.6480	0.67707	0.93762	372.25	1.5545	25.107	0.032945	vapor
112.27	0.10000	0.99863	1.0014	251.84	351.97	6.6487	0.67714	0.93769	372.37	1.5520	25.121	0.032964	vapor
112.53	0.10000	0.99794	1.0021	252.02	352.22	6.6493	0.67721	0.93776	372.49	1.5494	25.134	0.032984	vapor
112.80	0.10000	0.99725	1.0028	252.20	352.47	6.6500	0.67728	0.93783	372.62	1.5469	25.147	0.033004	vapor
113.07	0.10000	0.99656	1.0035	252.38	352.72	6.6506	0.67736	0.93791	372.74	1.5444	25.160	0.033023	vapor
113.33	0.10000	0.99587	1.0041	252.56	352.97	6.6513	0.67743	0.93798	372.86	1.5418	25.173	0.033043	vapor
113.60	0.10000	0.99518	1.0048	252.74	353.22	6.6519	0.67750	0.93805	372.99	1.5393	25.187	0.033062	vapor
113.87	0.10000	0.99450	1.0055	252.92	353.47	6.6526	0.67757	0.93812	373.11	1.5368	25.200	0.033082	vapor
114.13	0.10000	0.99381	1.0062	253.10	353.72	6.6532	0.67764	0.93819	373.23	1.5342	25.213	0.033101	vapor
114.40	0.10000	0.99313	1.0069	253.28	353.97	6.6538	0.67772	0.93826	373.36	1.5317	25.226	0.033121	vapor
114.67	0.10000	0.99244	1.0076	253.46	354.22	6.6545	0.67779	0.93833	373.48	1.5292	25.240	0.033140	vapor
114.93	0.10000	0.99176	1.0083	253.64	354.47	6.6551	0.67786	0.93840	373.60	1.5267	25.253	0.033160	vapor
115.20	0.10000	0.99108	1.0090	253.82	354.73	6.6558	0.67793	0.93847	373.72	1.5242	25.266	0.033179	vapor
115.47	0.10000	0.99040	1.0097	254.01	354.98	6.6564	0.67800	0.93854	373.85	1.5217	25.279	0.033199	vapor
115.73	0.10000	0.98972	1.0104	254.19	355.23	6.6571	0.67808	0.93862	373.97	1.5192	25.292	0.033218	vapor
116.00	0.10000	0.98904	1.0111	254.37	355.48	6.6577	0.67815	0.93869	374.09	1.5167	25.306	0.033238	vapor
116.27	0.10000	0.98836	1.0118	254.55	355.73	6.6584	0.67822	0.93876	374.22	1.5142	25.319	0.033257	vapor
116.53	0.10000	0.98768	1.0125	254.73	355.98	6.6590	0.67830	0.93883	374.34	1.5118	25.332	0.033277	vapor
116.80	0.10000	0.98700	1.0132	254.91	356.23	6.6596	0.67837	0.93890	374.46	1.5093	25.345	0.033296	vapor
117.07	0.10000	0.98633	1.0139	255.09	356.48	6.6603	0.67844	0.93897	374.58	1.5068	25.358	0.033316	vapor
117.33	0.10000	0.98565	1.0146	255.27	356.73	6.6609	0.67851	0.93905	374.71	1.5043	25.372	0.033335	vapor
117.60	0.10000	0.98498	1.0152	255.45	356.98	6.6616	0.67859	0.93912	374.83	1.5019	25.385	0.033355	vapor
117.87	0.10000	0.98431	1.0159	255.63	357.23	6.6622	0.67866	0.93919	374.95	1.4994	25.398	0.033374	vapor
118.13	0.10000	0.98364	1.0166	255.82	357.48	6.6628	0.67873	0.93926	375.07	1.4969	25.411	0.033394	vapor
118.40	0.10000	0.98297	1.0173	256.00	357.73	6.6635	0.67881	0.93933	375.20	1.4945	25.424	0.033413	vapor
118.67	0.10000	0.98230	1.0180	256.18	357.98	6.6641	0.67888	0.93941	375.32	1.4920	25.437	0.033433	vapor
118.93	0.10000	0.98163	1.0187	256.36	358.23	6.6648	0.67895	0.93948	375.44	1.4896	25.451	0.033452	vapor
119.20	0.10000	0.98096	1.0194	256.54	358.48	6.6654	0.67903	0.93955	375.56	1.4871	25.464	0.033472	vapor
119.47	0.10000	0.98029	1.0201	256.72	358.73	6.6660	0.67910	0.93962	375.68	1.4847	25.477	0.033491	vapor
119.73	0.10000	0.97962	1.0208	256.90	358.98	6.6667	0.67917	0.93969	375.81	1.4823	25.490	0.033510	vapor
120.00	0.10000	0.97896	1.0215	257.08	359.23	6.6673	0.67925	0.93977	375.93	1.4798	25.503	0.033530	vapor
