Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
0.10000	47.400	31.687	0.031559	2347.2	3843.1	26.462	10.470	14.940	1696.2	-0.46837	9.8201	0.21674	supercritical
0.10000	47.600	31.786	0.031461	2347.0	3844.5	26.444	10.472	14.941	1698.0	-0.46876	9.8285	0.21696	supercritical
0.10000	47.800	31.885	0.031363	2346.8	3845.9	26.426	10.474	14.942	1699.8	-0.46914	9.8368	0.21717	supercritical
0.10000	48.000	31.983	0.031266	2346.5	3847.3	26.408	10.475	14.943	1701.6	-0.46952	9.8452	0.21738	supercritical
0.10000	48.200	32.082	0.031170	2346.3	3848.7	26.391	10.477	14.944	1703.4	-0.46989	9.8536	0.21759	supercritical
0.10000	48.400	32.180	0.031075	2346.1	3850.1	26.373	10.478	14.945	1705.1	-0.47027	9.8620	0.21781	supercritical
0.10000	48.600	32.278	0.030981	2345.9	3851.5	26.355	10.480	14.946	1706.9	-0.47064	9.8704	0.21802	supercritical
0.10000	48.800	32.376	0.030887	2345.6	3852.9	26.338	10.481	14.947	1708.7	-0.47101	9.8787	0.21824	supercritical
0.10000	49.000	32.473	0.030795	2345.4	3854.3	26.320	10.483	14.948	1710.5	-0.47137	9.8871	0.21845	supercritical
0.10000	49.200	32.571	0.030702	2345.2	3855.8	26.303	10.484	14.949	1712.3	-0.47174	9.8956	0.21866	supercritical
0.10000	49.400	32.668	0.030611	2345.0	3857.2	26.286	10.486	14.950	1714.0	-0.47210	9.9040	0.21888	supercritical
0.10000	49.600	32.765	0.030521	2344.8	3858.6	26.269	10.487	14.951	1715.8	-0.47246	9.9124	0.21909	supercritical
0.10000	49.800	32.862	0.030431	2344.5	3860.0	26.252	10.489	14.952	1717.6	-0.47281	9.9208	0.21930	supercritical
0.10000	50.000	32.958	0.030342	2344.3	3861.4	26.234	10.490	14.953	1719.4	-0.47317	9.9293	0.21952	supercritical
0.10000	50.200	33.054	0.030253	2344.1	3862.8	26.217	10.492	14.954	1721.2	-0.47352	9.9377	0.21973	supercritical
0.10000	50.400	33.151	0.030165	2343.9	3864.2	26.201	10.493	14.955	1722.9	-0.47387	9.9461	0.21995	supercritical
0.10000	50.600	33.246	0.030078	2343.7	3865.7	26.184	10.495	14.956	1724.7	-0.47422	9.9546	0.22016	supercritical
0.10000	50.800	33.342	0.029992	2343.5	3867.1	26.167	10.496	14.957	1726.5	-0.47456	9.9631	0.22038	supercritical
0.10000	51.000	33.438	0.029906	2343.3	3868.5	26.150	10.498	14.958	1728.3	-0.47490	9.9715	0.22059	supercritical
0.10000	51.200	33.533	0.029821	2343.1	3869.9	26.134	10.499	14.959	1730.0	-0.47524	9.9800	0.22081	supercritical
0.10000	51.400	33.628	0.029737	2342.9	3871.3	26.117	10.501	14.960	1731.8	-0.47558	9.9885	0.22102	supercritical
0.10000	51.600	33.723	0.029653	2342.6	3872.8	26.100	10.502	14.961	1733.6	-0.47592	9.9969	0.22124	supercritical
0.10000	51.800	33.818	0.029570	2342.4	3874.2	26.084	10.504	14.962	1735.3	-0.47625	10.005	0.22145	supercritical
0.10000	52.000	33.912	0.029488	2342.2	3875.6	26.068	10.505	14.962	1737.1	-0.47658	10.014	0.22167	supercritical
0.10000	52.200	34.006	0.029406	2342.0	3877.0	26.051	10.507	14.963	1738.9	-0.47691	10.022	0.22188	supercritical
0.10000	52.400	34.101	0.029325	2341.8	3878.5	26.035	10.509	14.964	1740.6	-0.47724	10.031	0.22210	supercritical
0.10000	52.600	34.194	0.029244	2341.6	3879.9	26.019	10.510	14.965	1742.4	-0.47756	10.039	0.22232	supercritical
0.10000	52.800	34.288	0.029165	2341.4	3881.3	26.003	10.512	14.966	1744.1	-0.47788	10.048	0.22253	supercritical
0.10000	53.000	34.382	0.029085	2341.2	3882.8	25.987	10.513	14.967	1745.9	-0.47820	10.056	0.22275	supercritical
0.10000	53.200	34.475	0.029007	2341.0	3884.2	25.970	10.515	14.968	1747.7	-0.47852	10.065	0.22296	supercritical
0.10000	53.400	34.568	0.028928	2340.8	3885.6	25.955	10.516	14.969	1749.4	-0.47884	10.074	0.22318	supercritical
0.10000	53.600	34.661	0.028851	2340.7	3887.1	25.939	10.518	14.969	1751.2	-0.47915	10.082	0.22340	supercritical
0.10000	53.800	34.754	0.028774	2340.5	3888.5	25.923	10.519	14.970	1752.9	-0.47947	10.091	0.22361	supercritical
0.10000	54.000	34.846	0.028697	2340.3	3889.9	25.907	10.521	14.971	1754.7	-0.47978	10.099	0.22383	supercritical
0.10000	54.200	34.939	0.028622	2340.1	3891.4	25.891	10.522	14.972	1756.5	-0.48008	10.108	0.22405	supercritical
0.10000	54.400	35.031	0.028546	2339.9	3892.8	25.876	10.523	14.973	1758.2	-0.48039	10.116	0.22426	supercritical
0.10000	54.600	35.123	0.028472	2339.7	3894.2	25.860	10.525	14.973	1760.0	-0.48069	10.125	0.22448	supercritical
0.10000	54.800	35.214	0.028397	2339.5	3895.7	25.845	10.526	14.974	1761.7	-0.48100	10.133	0.22470	supercritical
0.10000	55.000	35.306	0.028324	2339.3	3897.1	25.829	10.528	14.975	1763.5	-0.48129	10.142	0.22491	supercritical
0.10000	55.200	35.397	0.028251	2339.1	3898.6	25.814	10.529	14.976	1765.2	-0.48159	10.150	0.22513	supercritical
0.10000	55.400	35.489	0.028178	2338.9	3900.0	25.798	10.531	14.977	1767.0	-0.48189	10.159	0.22535	supercritical
0.10000	55.600	35.580	0.028106	2338.8	3901.5	25.783	10.532	14.977	1768.7	-0.48218	10.168	0.22557	supercritical
0.10000	55.800	35.670	0.028034	2338.6	3902.9	25.768	10.534	14.978	1770.4	-0.48247	10.176	0.22578	supercritical
0.10000	56.000	35.761	0.027963	2338.4	3904.3	25.752	10.535	14.979	1772.2	-0.48276	10.185	0.22600	supercritical
0.10000	56.200	35.852	0.027893	2338.2	3905.8	25.737	10.537	14.980	1773.9	-0.48305	10.193	0.22622	supercritical
0.10000	56.400	35.942	0.027823	2338.0	3907.2	25.722	10.538	14.980	1775.7	-0.48334	10.202	0.22644	supercritical
0.10000	56.600	36.032	0.027753	2337.9	3908.7	25.707	10.540	14.981	1777.4	-0.48362	10.211	0.22666	supercritical
0.10000	56.800	36.122	0.027684	2337.7	3910.1	25.692	10.541	14.982	1779.2	-0.48391	10.219	0.22687	supercritical
0.10000	57.000	36.211	0.027616	2337.5	3911.6	25.677	10.543	14.983	1780.9	-0.48419	10.228	0.22709	supercritical
0.10000	57.200	36.301	0.027547	2337.3	3913.0	25.662	10.544	14.983	1782.6	-0.48447	10.236	0.22731	supercritical
0.10000	57.400	36.390	0.027480	2337.1	3914.5	25.648	10.546	14.984	1784.4	-0.48474	10.245	0.22753	supercritical
0.10000	57.600	36.480	0.027413	2337.0	3915.9	25.633	10.547	14.985	1786.1	-0.48502	10.254	0.22775	supercritical
0.10000	57.800	36.569	0.027346	2336.8	3917.4	25.618	10.549	14.986	1787.8	-0.48529	10.262	0.22797	supercritical
0.10000	58.000	36.657	0.027280	2336.6	3918.9	25.603	10.550	14.986	1789.6	-0.48556	10.271	0.22819	supercritical
0.10000	58.200	36.746	0.027214	2336.5	3920.3	25.589	10.552	14.987	1791.3	-0.48583	10.280	0.22841	supercritical
0.10000	58.400	36.834	0.027149	2336.3	3921.8	25.574	10.553	14.988	1793.0	-0.48610	10.288	0.22863	supercritical
0.10000	58.600	36.923	0.027084	2336.1	3923.2	25.560	10.555	14.988	1794.8	-0.48637	10.297	0.22884	supercritical
0.10000	58.800	37.011	0.027019	2336.0	3924.7	25.545	10.556	14.989	1796.5	-0.48663	10.305	0.22906	supercritical
0.10000	59.000	37.099	0.026955	2335.8	3926.1	25.531	10.557	14.990	1798.2	-0.48689	10.314	0.22928	supercritical
0.10000	59.200	37.186	0.026892	2335.6	3927.6	25.516	10.559	14.990	1800.0	-0.48715	10.323	0.22950	supercritical
0.10000	59.400	37.274	0.026828	2335.5	3929.1	25.502	10.560	14.991	1801.7	-0.48741	10.331	0.22972	supercritical
0.10000	59.600	37.361	0.026766	2335.3	3930.5	25.488	10.562	14.992	1803.4	-0.48767	10.340	0.22994	supercritical
0.10000	59.800	37.448	0.026703	2335.1	3932.0	25.474	10.563	14.992	1805.1	-0.48793	10.349	0.23017	supercritical
0.10000	60.000	37.535	0.026641	2335.0	3933.4	25.460	10.565	14.993	1806.8	-0.48818	10.357	0.23039	supercritical
0.10000	60.200	37.622	0.026580	2334.8	3934.9	25.445	10.566	14.994	1808.6	-0.48843	10.366	0.23061	supercritical
0.10000	60.400	37.709	0.026519	2334.6	3936.4	25.431	10.568	14.994	1810.3	-0.48868	10.375	0.23083	supercritical
0.10000	60.600	37.796	0.026458	2334.5	3937.8	25.417	10.569	14.995	1812.0	-0.48893	10.383	0.23105	supercritical
0.10000	60.800	37.882	0.026398	2334.3	3939.3	25.403	10.571	14.996	1813.7	-0.48918	10.392	0.23127	supercritical
0.10000	61.000	37.968	0.026338	2334.2	3940.8	25.389	10.572	14.996	1815.4	-0.48942	10.401	0.23149	supercritical
0.10000	61.200	38.054	0.026278	2334.0	3942.2	25.376	10.573	14.997	1817.2	-0.48967	10.409	0.23171	supercritical
0.10000	61.400	38.140	0.026219	2333.9	3943.7	25.362	10.575	14.998	1818.9	-0.48991	10.418	0.23193	supercritical
0.10000	61.600	38.226	0.026161	2333.7	3945.2	25.348	10.576	14.998	1820.6	-0.49015	10.427	0.23216	supercritical
0.10000	61.800	38.311	0.026102	2333.5	3946.7	25.334	10.578	14.999	1822.3	-0.49039	10.436	0.23238	supercritical
0.10000	62.000	38.396	0.026044	2333.4	3948.1	25.320	10.579	14.999	1824.0	-0.49063	10.444	0.23260	supercritical
0.10000	62.200	38.481	0.025987	2333.2	3949.6	25.307	10.581	15.000	1825.7	-0.49086	10.453	0.23282	supercritical
0.10000	62.400	38.566	0.025929	2333.1	3951.1	25.293	10.582	15.001	1827.4	-0.49110	10.462	0.23305	supercritical
0.10000	62.600	38.651	0.025872	2332.9	3952.5	25.280	10.584	15.001	1829.1	-0.49133	10.470	0.23327	supercritical
0.10000	62.800	38.736	0.025816	2332.8	3954.0	25.266	10.585	15.002	1830.8	-0.49156	10.479	0.23349	supercritical
0.10000	63.000	38.820	0.025760	2332.6	3955.5	25.253	10.586	15.002	1832.5	-0.49179	10.488	0.23371	supercritical
0.10000	63.200	38.905	0.025704	2332.5	3957.0	25.239	10.588	15.003	1834.2	-0.49202	10.496	0.23394	supercritical
0.10000	63.400	38.989	0.025648	2332.3	3958.4	25.226	10.589	15.004	1835.9	-0.49225	10.505	0.23416	supercritical
0.10000	63.600	39.073	0.025593	2332.2	3959.9	25.212	10.591	15.004	1837.6	-0.49247	10.514	0.23438	supercritical
0.10000	63.800	39.157	0.025538	2332.1	3961.4	25.199	10.592	15.005	1839.3	-0.49270	10.523	0.23461	supercritical
0.10000	64.000	39.240	0.025484	2331.9	3962.9	25.186	10.594	15.005	1841.0	-0.49292	10.531	0.23483	supercritical
0.10000	64.200	39.324	0.025430	2331.8	3964.4	25.173	10.595	15.006	1842.7	-0.49314	10.540	0.23506	supercritical
0.10000	64.400	39.407	0.025376	2331.6	3965.8	25.160	10.596	15.006	1844.4	-0.49336	10.549	0.23528	supercritical
0.10000	64.600	39.490	0.025323	2331.5	3967.3	25.146	10.598	15.007	1846.1	-0.49358	10.558	0.23551	supercritical
0.10000	64.800	39.573	0.025270	2331.3	3968.8	25.133	10.599	15.007	1847.8	-0.49379	10.566	0.23573	supercritical
0.10000	65.000	39.656	0.025217	2331.2	3970.3	25.120	10.601	15.008	1849.5	-0.49401	10.575	0.23596	supercritical
0.10000	65.200	39.739	0.025164	2331.1	3971.8	25.107	10.602	15.009	1851.2	-0.49422	10.584	0.23618	supercritical
0.10000	65.400	39.821	0.025112	2330.9	3973.3	25.094	10.604	15.009	1852.9	-0.49443	10.593	0.23641	supercritical
0.10000	65.600	39.904	0.025060	2330.8	3974.7	25.081	10.605	15.010	1854.6	-0.49464	10.601	0.23663	supercritical
0.10000	65.800	39.986	0.025009	2330.6	3976.2	25.068	10.606	15.010	1856.3	-0.49485	10.610	0.23686	supercritical
0.10000	66.000	40.068	0.024958	2330.5	3977.7	25.056	10.608	15.011	1858.0	-0.49506	10.619	0.23709	supercritical
0.10000	66.200	40.150	0.024907	2330.4	3979.2	25.043	10.609	15.011	1859.7	-0.49527	10.628	0.23731	supercritical
0.10000	66.400	40.232	0.024856	2330.2	3980.7	25.030	10.611	15.012	1861.3	-0.49547	10.636	0.23754	supercritical
0.10000	66.600	40.313	0.024806	2330.1	3982.2	25.017	10.612	15.012	1863.0	-0.49567	10.645	0.23777	supercritical
0.10000	66.800	40.395	0.024756	2330.0	3983.7	25.005	10.614	15.013	1864.7	-0.49588	10.654	0.23799	supercritical
0.10000	67.000	40.476	0.024706	2329.9	3985.2	24.992	10.615	15.013	1866.4	-0.49608	10.663	0.23822	supercritical
0.10000	67.200	40.557	0.024657	2329.7	3986.6	24.979	10.616	15.014	1868.1	-0.49628	10.671	0.23845	supercritical
0.10000	67.400	40.638	0.024607	2329.6	3988.1	24.967	10.618	15.014	1869.7	-0.49647	10.680	0.23868	supercritical
0.10000	67.600	40.719	0.024559	2329.5	3989.6	24.954	10.619	15.015	1871.4	-0.49667	10.689	0.23890	supercritical
0.10000	67.800	40.800	0.024510	2329.3	3991.1	24.942	10.621	15.015	1873.1	-0.49687	10.698	0.23913	supercritical
0.10000	68.000	40.880	0.024462	2329.2	3992.6	24.929	10.622	15.016	1874.8	-0.49706	10.706	0.23936	supercritical
0.10000	68.200	40.961	0.024414	2329.1	3994.1	24.917	10.623	15.016	1876.5	-0.49725	10.715	0.23959	supercritical
0.10000	68.400	41.041	0.024366	2329.0	3995.6	24.904	10.625	15.017	1878.1	-0.49744	10.724	0.23982	supercritical
0.10000	68.600	41.121	0.024319	2328.8	3997.1	24.892	10.626	15.017	1879.8	-0.49763	10.733	0.24005	supercritical
0.10000	68.800	41.201	0.024271	2328.7	3998.6	24.880	10.628	15.018	1881.5	-0.49782	10.741	0.24028	supercritical
0.10000	69.000	41.280	0.024225	2328.6	4000.1	24.868	10.629	15.018	1883.1	-0.49801	10.750	0.24051	supercritical
0.10000	69.200	41.360	0.024178	2328.5	4001.6	24.855	10.630	15.018	1884.8	-0.49820	10.759	0.24074	supercritical
0.10000	69.400	41.440	0.024132	2328.3	4003.1	24.843	10.632	15.019	1886.5	-0.49838	10.768	0.24097	supercritical
0.10000	69.600	41.519	0.024085	2328.2	4004.6	24.831	10.633	15.019	1888.1	-0.49857	10.777	0.24120	supercritical
0.10000	69.800	41.598	0.024040	2328.1	4006.1	24.819	10.635	15.020	1889.8	-0.49875	10.785	0.24143	supercritical
0.10000	70.000	41.677	0.023994	2328.0	4007.6	24.807	10.636	15.020	1891.5	-0.49893	10.794	0.24166	supercritical
0.10000	70.200	41.756	0.023949	2327.9	4009.1	24.795	10.637	15.021	1893.1	-0.49911	10.803	0.24189	supercritical
0.10000	70.400	41.835	0.023904	2327.7	4010.6	24.783	10.639	15.021	1894.8	-0.49929	10.812	0.24213	supercritical
0.10000	70.600	41.913	0.023859	2327.6	4012.1	24.771	10.640	15.022	1896.5	-0.49946	10.821	0.24236	supercritical
0.10000	70.800	41.992	0.023814	2327.5	4013.6	24.759	10.642	15.022	1898.1	-0.49964	10.829	0.24259	supercritical
0.10000	71.000	42.070	0.023770	2327.4	4015.1	24.747	10.643	15.022	1899.8	-0.49982	10.838	0.24282	supercritical
0.10000	71.200	42.148	0.023726	2327.3	4016.6	24.735	10.644	15.023	1901.4	-0.49999	10.847	0.24306	supercritical
0.10000	71.400	42.226	0.023682	2327.2	4018.1	24.723	10.646	15.023	1903.1	-0.50016	10.856	0.24329	supercritical
0.10000	71.600	42.304	0.023638	2327.1	4019.6	24.711	10.647	15.024	1904.7	-0.50033	10.865	0.24352	supercritical
0.10000	71.800	42.382	0.023595	2326.9	4021.1	24.699	10.648	15.024	1906.4	-0.50050	10.873	0.24376	supercritical
0.10000	72.000	42.459	0.023552	2326.8	4022.6	24.688	10.650	15.025	1908.1	-0.50067	10.882	0.24399	supercritical
0.10000	72.200	42.537	0.023509	2326.7	4024.1	24.676	10.651	15.025	1909.7	-0.50084	10.891	0.24423	supercritical
0.10000	72.400	42.614	0.023466	2326.6	4025.6	24.664	10.653	15.025	1911.4	-0.50101	10.900	0.24446	supercritical
0.10000	72.600	42.691	0.023424	2326.5	4027.1	24.653	10.654	15.026	1913.0	-0.50117	10.909	0.24470	supercritical
0.10000	72.800	42.768	0.023382	2326.4	4028.6	24.641	10.655	15.026	1914.7	-0.50133	10.917	0.24493	supercritical
0.10000	73.000	42.845	0.023340	2326.3	4030.1	24.629	10.657	15.027	1916.3	-0.50150	10.926	0.24517	supercritical
0.10000	73.200	42.922	0.023298	2326.2	4031.6	24.618	10.658	15.027	1917.9	-0.50166	10.935	0.24541	supercritical
0.10000	73.400	42.998	0.023257	2326.1	4033.1	24.606	10.659	15.027	1919.6	-0.50182	10.944	0.24564	supercritical
0.10000	73.600	43.075	0.023215	2326.0	4034.6	24.595	10.661	15.028	1921.2	-0.50198	10.953	0.24588	supercritical
0.10000	73.800	43.151	0.023174	2325.9	4036.1	24.583	10.662	15.028	1922.9	-0.50214	10.962	0.24612	supercritical
0.10000	74.000	43.227	0.023134	2325.8	4037.7	24.572	10.664	15.029	1924.5	-0.50230	10.970	0.24636	supercritical
0.10000	74.200	43.303	0.023093	2325.7	4039.2	24.561	10.665	15.029	1926.2	-0.50245	10.979	0.24659	supercritical
0.10000	74.400	43.379	0.023053	2325.6	4040.7	24.549	10.666	15.029	1927.8	-0.50261	10.988	0.24683	supercritical
0.10000	74.600	43.455	0.023012	2325.5	4042.2	24.538	10.668	15.030	1929.4	-0.50276	10.997	0.24707	supercritical
0.10000	74.800	43.531	0.022972	2325.4	4043.7	24.527	10.669	15.030	1931.1	-0.50291	11.006	0.24731	supercritical
0.10000	75.000	43.606	0.022933	2325.3	4045.2	24.515	10.670	15.030	1932.7	-0.50307	11.014	0.24755	supercritical
0.10000	75.200	43.681	0.022893	2325.2	4046.7	24.504	10.672	15.031	1934.3	-0.50322	11.023	0.24779	supercritical
0.10000	75.400	43.757	0.022854	2325.1	4048.2	24.493	10.673	15.031	1936.0	-0.50337	11.032	0.24803	supercritical
0.10000	75.600	43.832	0.022815	2325.0	4049.7	24.482	10.675	15.032	1937.6	-0.50351	11.041	0.24827	supercritical
0.10000	75.800	43.907	0.022776	2324.9	4051.3	24.471	10.676	15.032	1939.2	-0.50366	11.050	0.24851	supercritical
0.10000	76.000	43.981	0.022737	2324.8	4052.8	24.459	10.677	15.032	1940.9	-0.50381	11.059	0.24875	supercritical
0.10000	76.200	44.056	0.022698	2324.7	4054.3	24.448	10.679	15.033	1942.5	-0.50395	11.067	0.24900	supercritical
0.10000	76.400	44.131	0.022660	2324.6	4055.8	24.437	10.680	15.033	1944.1	-0.50410	11.076	0.24924	supercritical
0.10000	76.600	44.205	0.022622	2324.5	4057.3	24.426	10.681	15.033	1945.7	-0.50424	11.085	0.24948	supercritical
0.10000	76.800	44.279	0.022584	2324.4	4058.8	24.415	10.683	15.034	1947.4	-0.50438	11.094	0.24973	supercritical
0.10000	77.000	44.354	0.022546	2324.3	4060.4	24.404	10.684	15.034	1949.0	-0.50452	11.103	0.24997	supercritical
0.10000	77.200	44.428	0.022509	2324.2	4061.9	24.393	10.685	15.034	1950.6	-0.50466	11.112	0.25021	supercritical
0.10000	77.400	44.501	0.022471	2324.1	4063.4	24.382	10.687	15.035	1952.2	-0.50480	11.121	0.25046	supercritical
0.10000	77.600	44.575	0.022434	2324.0	4064.9	24.372	10.688	15.035	1953.8	-0.50494	11.129	0.25070	supercritical
0.10000	77.800	44.649	0.022397	2323.9	4066.4	24.361	10.689	15.035	1955.5	-0.50508	11.138	0.25095	supercritical
0.10000	78.000	44.722	0.022360	2323.9	4067.9	24.350	10.691	15.036	1957.1	-0.50521	11.147	0.25119	supercritical
0.10000	78.200	44.796	0.022324	2323.8	4069.5	24.339	10.692	15.036	1958.7	-0.50535	11.156	0.25144	supercritical
0.10000	78.400	44.869	0.022287	2323.7	4071.0	24.328	10.693	15.036	1960.3	-0.50548	11.165	0.25169	supercritical
0.10000	78.600	44.942	0.022251	2323.6	4072.5	24.318	10.695	15.037	1961.9	-0.50562	11.174	0.25193	supercritical
0.10000	78.800	45.015	0.022215	2323.5	4074.0	24.307	10.696	15.037	1963.5	-0.50575	11.182	0.25218	supercritical
0.10000	79.000	45.088	0.022179	2323.4	4075.5	24.296	10.697	15.037	1965.2	-0.50588	11.191	0.25243	supercritical
0.10000	79.200	45.161	0.022143	2323.3	4077.1	24.286	10.699	15.038	1966.8	-0.50601	11.200	0.25268	supercritical
0.10000	79.400	45.233	0.022108	2323.2	4078.6	24.275	10.700	15.038	1968.4	-0.50614	11.209	0.25293	supercritical
0.10000	79.600	45.306	0.022072	2323.2	4080.1	24.264	10.701	15.038	1970.0	-0.50627	11.218	0.25318	supercritical
0.10000	79.800	45.378	0.022037	2323.1	4081.6	24.254	10.703	15.039	1971.6	-0.50639	11.227	0.25343	supercritical
0.10000	80.000	45.450	0.022002	2323.0	4083.2	24.243	10.704	15.039	1973.2	-0.50652	11.236	0.25368	supercritical
0.10000	80.200	45.522	0.021967	2322.9	4084.7	24.233	10.705	15.039	1974.8	-0.50665	11.244	0.25393	supercritical
0.10000	80.400	45.594	0.021932	2322.8	4086.2	24.222	10.707	15.040	1976.4	-0.50677	11.253	0.25418	supercritical
0.10000	80.600	45.666	0.021898	2322.8	4087.7	24.212	10.708	15.040	1978.0	-0.50689	11.262	0.25443	supercritical
0.10000	80.800	45.738	0.021864	2322.7	4089.3	24.201	10.709	15.040	1979.6	-0.50702	11.271	0.25468	supercritical
0.10000	81.000	45.810	0.021829	2322.6	4090.8	24.191	10.711	15.041	1981.2	-0.50714	11.280	0.25493	supercritical
0.10000	81.200	45.881	0.021795	2322.5	4092.3	24.181	10.712	15.041	1982.8	-0.50726	11.289	0.25519	supercritical
0.10000	81.400	45.953	0.021762	2322.4	4093.8	24.170	10.713	15.041	1984.4	-0.50738	11.298	0.25544	supercritical
0.10000	81.600	46.024	0.021728	2322.4	4095.4	24.160	10.715	15.041	1986.0	-0.50750	11.307	0.25569	supercritical
0.10000	81.800	46.095	0.021694	2322.3	4096.9	24.150	10.716	15.042	1987.6	-0.50762	11.315	0.25595	supercritical
0.10000	82.000	46.166	0.021661	2322.2	4098.4	24.139	10.717	15.042	1989.2	-0.50773	11.324	0.25620	supercritical
0.10000	82.200	46.237	0.021628	2322.1	4099.9	24.129	10.719	15.042	1990.8	-0.50785	11.333	0.25646	supercritical
0.10000	82.400	46.308	0.021595	2322.1	4101.5	24.119	10.720	15.043	1992.4	-0.50796	11.342	0.25672	supercritical
0.10000	82.600	46.378	0.021562	2322.0	4103.0	24.109	10.721	15.043	1994.0	-0.50808	11.351	0.25697	supercritical
0.10000	82.800	46.449	0.021529	2321.9	4104.5	24.098	10.723	15.043	1995.6	-0.50819	11.360	0.25723	supercritical
0.10000	83.000	46.519	0.021497	2321.8	4106.1	24.088	10.724	15.043	1997.1	-0.50830	11.369	0.25749	supercritical
0.10000	83.200	46.589	0.021464	2321.8	4107.6	24.078	10.725	15.044	1998.7	-0.50842	11.377	0.25775	supercritical
0.10000	83.400	46.660	0.021432	2321.7	4109.1	24.068	10.727	15.044	2000.3	-0.50853	11.386	0.25800	supercritical
0.10000	83.600	46.730	0.021400	2321.6	4110.6	24.058	10.728	15.044	2001.9	-0.50864	11.395	0.25826	supercritical
0.10000	83.800	46.799	0.021368	2321.6	4112.2	24.048	10.729	15.045	2003.5	-0.50875	11.404	0.25852	supercritical
0.10000	84.000	46.869	0.021336	2321.5	4113.7	24.038	10.731	15.045	2005.1	-0.50885	11.413	0.25878	supercritical
0.10000	84.200	46.939	0.021304	2321.4	4115.2	24.028	10.732	15.045	2006.6	-0.50896	11.422	0.25904	supercritical
0.10000	84.400	47.009	0.021273	2321.4	4116.8	24.018	10.733	15.045	2008.2	-0.50907	11.431	0.25931	supercritical
0.10000	84.600	47.078	0.021241	2321.3	4118.3	24.008	10.734	15.046	2009.8	-0.50917	11.440	0.25957	supercritical
0.10000	84.800	47.147	0.021210	2321.2	4119.8	23.998	10.736	15.046	2011.4	-0.50928	11.448	0.25983	supercritical
0.10000	85.000	47.217	0.021179	2321.2	4121.4	23.988	10.737	15.046	2013.0	-0.50938	11.457	0.26009	supercritical
0.10000	85.200	47.286	0.021148	2321.1	4122.9	23.978	10.738	15.046	2014.5	-0.50949	11.466	0.26036	supercritical
0.10000	85.400	47.355	0.021117	2321.0	4124.4	23.968	10.740	15.047	2016.1	-0.50959	11.475	0.26062	supercritical
0.10000	85.600	47.424	0.021087	2321.0	4126.0	23.959	10.741	15.047	2017.7	-0.50969	11.484	0.26089	supercritical
0.10000	85.800	47.492	0.021056	2320.9	4127.5	23.949	10.742	15.047	2019.3	-0.50979	11.493	0.26115	supercritical
0.10000	86.000	47.561	0.021026	2320.8	4129.0	23.939	10.744	15.047	2020.8	-0.50989	11.502	0.26142	supercritical
0.10000	86.200	47.630	0.020995	2320.8	4130.6	23.929	10.745	15.048	2022.4	-0.50999	11.511	0.26168	supercritical
0.10000	86.400	47.698	0.020965	2320.7	4132.1	23.920	10.746	15.048	2024.0	-0.51009	11.520	0.26195	supercritical
0.10000	86.600	47.766	0.020935	2320.6	4133.6	23.910	10.747	15.048	2025.5	-0.51018	11.528	0.26222	supercritical
0.10000	86.800	47.834	0.020905	2320.6	4135.2	23.900	10.749	15.048	2027.1	-0.51028	11.537	0.26249	supercritical
0.10000	87.000	47.903	0.020876	2320.5	4136.7	23.890	10.750	15.049	2028.7	-0.51038	11.546	0.26275	supercritical
0.10000	87.200	47.971	0.020846	2320.5	4138.2	23.881	10.751	15.049	2030.2	-0.51047	11.555	0.26302	supercritical
0.10000	87.400	48.038	0.020817	2320.4	4139.8	23.871	10.753	15.049	2031.8	-0.51057	11.564	0.26329	supercritical
0.10000	87.600	48.106	0.020787	2320.3	4141.3	23.862	10.754	15.049	2033.4	-0.51066	11.573	0.26356	supercritical
0.10000	87.800	48.174	0.020758	2320.3	4142.9	23.852	10.755	15.050	2034.9	-0.51075	11.582	0.26384	supercritical
0.10000	88.000	48.241	0.020729	2320.2	4144.4	23.842	10.757	15.050	2036.5	-0.51084	11.591	0.26411	supercritical
0.10000	88.200	48.309	0.020700	2320.2	4145.9	23.833	10.758	15.050	2038.0	-0.51094	11.600	0.26438	supercritical
0.10000	88.400	48.376	0.020671	2320.1	4147.5	23.823	10.759	15.050	2039.6	-0.51103	11.608	0.26465	supercritical
0.10000	88.600	48.443	0.020643	2320.1	4149.0	23.814	10.760	15.051	2041.1	-0.51112	11.617	0.26493	supercritical
0.10000	88.800	48.510	0.020614	2320.0	4150.5	23.804	10.762	15.051	2042.7	-0.51120	11.626	0.26520	supercritical
0.10000	89.000	48.577	0.020586	2320.0	4152.1	23.795	10.763	15.051	2044.3	-0.51129	11.635	0.26548	supercritical
0.10000	89.200	48.644	0.020557	2319.9	4153.6	23.786	10.764	15.051	2045.8	-0.51138	11.644	0.26575	supercritical
0.10000	89.400	48.711	0.020529	2319.8	4155.2	23.776	10.766	15.052	2047.4	-0.51147	11.653	0.26603	supercritical
0.10000	89.600	48.778	0.020501	2319.8	4156.7	23.767	10.767	15.052	2048.9	-0.51155	11.662	0.26631	supercritical
